participant_id,alias_hash,session_id,session_ts,round_idx,model_id,level,step,action,reward,done,info_json,client_ts,server_ts
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,1,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287127620,1764287127.6232533
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,2,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287127740,1764287127.7432656
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,3,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287127812,1764287127.8141737
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,4,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287127883,1764287127.8841732
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,5,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287127962,1764287127.963855
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,6,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287127995,1764287127.9965618
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,7,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287128091,1764287128.0925245
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,8,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287128179,1764287128.18013
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,9,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287128300,1764287128.3006637
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,10,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287128451,1764287128.452852
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,11,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287128941,1764287128.9422967
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,12,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287129067,1764287129.0691853
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,13,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287129166,1764287129.1666214
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,14,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287129228,1764287129.2282758
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,15,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287129262,1764287129.2636063
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,16,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287129387,1764287129.3880143
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,17,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287129620,1764287129.621916
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,18,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287129699,1764287129.7009864
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,19,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287130171,1764287130.1724586
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,20,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287130316,1764287130.3168838
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,21,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287130316,1764287130.3268387
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,22,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287130531,1764287130.5329375
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,23,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287130553,1764287130.5534413
1da2032d-39e0-4c2b-9b2a-c13bf4a1015a,unknown,fE0OdEVQdqMA_vvfAAAB,1764287119.6886115,0,,demo,24,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287130691,1764287130.6924267
