participant_id,alias_hash,session_id,session_ts,round_idx,model_id,level,step,action,reward,done,info_json,client_ts,server_ts
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,1,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287789509,1764287789.5107007
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,2,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287789628,1764287789.6287968
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,3,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287789724,1764287789.7257328
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,4,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287789851,1764287789.8529325
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,5,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287789972,1764287789.9740129
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,6,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287790156,1764287790.157407
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,7,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287790268,1764287790.269879
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,8,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287790332,1764287790.3330116
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,9,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287790332,1764287790.3421676
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,10,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287790339,1764287790.3511958
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,11,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287790428,1764287790.4296098
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,12,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287790437,1764287790.4441378
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,13,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287790500,1764287790.5021815
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,14,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287790596,1764287790.597854
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,15,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287790621,1764287790.6213062
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,16,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287790796,1764287790.797531
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,17,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287790796,1764287790.8082478
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,18,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287790916,1764287790.9182613
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,19,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287790931,1764287790.9352443
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,20,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287790966,1764287790.9666233
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,21,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287791060,1764287791.0617092
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,22,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287791075,1764287791.077043
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,23,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287791075,1764287791.0891874
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,24,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287791156,1764287791.157238
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,25,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287791195,1764287791.1967
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,26,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287791452,1764287791.4536045
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,27,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287791588,1764287791.5892704
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,28,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287791731,1764287791.7338436
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,29,4,0.1,False,"{""mock"": true, ""action"": 4}",1764287791732,1764287791.7448184
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,30,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287791948,1764287791.9496276
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,31,1,0.1,False,"{""mock"": true, ""action"": 1}",1764287792043,1764287792.04472
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,32,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287792180,1764287792.1815717
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,33,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287792180,1764287792.196549
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,34,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287792379,1764287792.3815377
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,35,2,0.1,False,"{""mock"": true, ""action"": 2}",1764287792581,1764287792.582025
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,36,5,0.1,False,"{""mock"": true, ""action"": 5}",1764287792606,1764287792.6072748
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,37,2,0.1,False,"{""mock"": true, ""action"": 2}",1764287792660,1764287792.6613991
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,38,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287792764,1764287792.7655766
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,39,3,0.1,False,"{""mock"": true, ""action"": 3}",1764287792772,1764287792.7811265
19611ac3-601c-40af-b059-6d885a3a8d25,unknown,x-AugwikTAYCuhJ-AAAB,1764287789.4028277,0,,demo,40,0,0.0,False,"{""mock"": true, ""action"": 0}",1764287793051,1764287793.0524302
