#{"t_start": 1757786017.9737241, "env_id": null}
r,l,t
-7.5,40,10.461939
-7.5,40,13.060773
-7.5,40,15.453759
-7.5,40,17.947664
-7.5,40,20.421051
-7.5,40,22.708397
-7.0,40,25.123182
-7.0,40,27.437174
-6.5,40,29.588723
-7.0,40,31.946424
-7.5,40,34.359452
-7.5,40,36.752409
-7.5,40,39.021421
-7.5,40,41.541093
-7.0,40,44.004274
-7.5,40,46.277443
-7.0,40,48.629462
-7.5,40,51.096928
-7.0,40,53.42743
-7.5,40,55.863761
-7.5,40,58.242164
-7.0,40,60.632958
-7.0,40,62.993828
-7.0,40,65.327367
-7.5,40,67.590951
-7.5,40,99.980371
-7.5,40,102.212749
-7.0,40,104.518708
-7.0,40,106.831511
-7.5,40,109.200028
-7.5,40,111.555637
-7.5,40,113.968079
-7.0,40,116.334294
-7.0,40,118.587988
-7.5,40,120.968415
-7.5,40,123.200057
-7.5,40,125.473282
-7.0,40,127.648034
-7.5,40,130.040983
-7.0,40,132.353456
-7.5,40,134.771966
-7.5,40,137.181201
-7.5,40,139.698442
-7.0,40,142.091573
-7.0,40,144.447784
-7.5,40,146.733187
-7.0,40,148.963089
-7.5,40,151.365838
-7.5,40,153.667448
-7.0,40,156.074226
-7.5,40,193.391252
-7.5,40,195.638716
-7.5,40,197.941603
-7.5,40,200.248363
-7.0,40,202.458684
-7.5,40,204.784694
-7.5,40,207.038123
-7.5,40,209.392111
-7.5,40,211.702896
-7.5,40,214.087615
-7.0,40,216.393667
-7.5,40,218.837155
-7.5,40,221.126737
-7.0,40,223.451802
-7.5,40,225.731332
-7.5,40,228.041633
-7.5,40,230.402843
-7.5,40,232.84925
-7.5,40,235.302312
-7.0,40,237.574937
-7.5,40,239.883518
-7.5,40,242.218301
-7.0,40,244.524405
-7.5,40,246.940494
-7.0,40,249.305288
-7.0,40,286.887713
-7.5,40,289.216034
-7.5,40,291.630097
-7.5,40,294.018264
-7.0,40,296.453746
-7.0,40,298.746843
-7.5,40,300.956131
-7.5,40,303.285435
-7.5,40,305.664707
-7.5,40,308.017836
-7.5,40,310.51061
-7.0,40,312.759255
-7.0,40,315.079562
-7.5,40,317.335354
-7.0,40,319.678547
-7.5,40,322.019905
-7.5,40,324.435396
-7.5,40,326.846375
-7.5,40,329.177714
-7.0,40,331.622001
-7.5,40,333.988447
-7.5,40,336.417408
-7.5,40,338.790932
-7.5,40,341.205237
-7.5,40,343.344456
-7.0,40,374.749955
-7.5,40,376.929511
-7.5,40,379.225302
-7.5,40,381.527608
-7.5,40,384.059564
-7.0,40,386.405248
-7.5,40,388.920721
-7.5,40,391.248623
-6.5,40,393.74136
-7.0,40,396.168808
-7.0,40,398.699151
-7.0,40,401.160982
-7.5,40,403.551156
-7.5,40,405.970068
-7.5,40,408.367677
-7.5,40,410.767077
-7.0,40,413.216236
-7.0,40,415.669218
-7.5,40,418.131571
-7.5,40,420.473097
-7.5,40,422.920913
-7.0,40,425.238571
-7.5,40,427.792293
-7.5,40,430.099332
-7.0,40,432.660428
-7.5,40,478.064976
-7.5,40,480.427223
-7.5,40,482.778857
-7.5,40,484.992203
-7.5,40,487.394558
-7.0,40,489.564609
-7.5,40,492.10491
-7.0,40,494.505043
-7.5,40,497.050509
-7.5,40,499.345821
-7.5,40,501.543802
-7.5,40,503.857774
-7.5,40,506.327138
-7.5,40,508.552377
-7.0,40,510.996557
-7.5,40,513.171016
-7.5,40,515.528103
-7.5,40,517.650918
-7.0,40,520.263227
-6.5,40,522.703541
-7.0,40,525.053915
-7.0,40,527.402922
-7.5,40,529.702755
-7.5,40,531.897689
-6.5,40,534.292948
-7.5,40,570.493352
-7.0,40,572.729089
-7.5,40,575.017601
-7.0,40,577.30694
-7.0,40,579.926683
-6.5,40,582.304096
-7.0,40,584.733065
-7.5,40,587.108566
-7.5,40,589.590209
-7.5,40,591.980609
-7.5,40,594.506321
-7.5,40,596.958088
