#{"t_start": 1758259203.5139763, "env_id": null}
r,l,t
-4.5,40,6.139855
-5.0,40,7.033806
-3.5,40,7.99435
-4.5,40,8.943259
-4.5,40,9.826808
-4.5,40,10.712527
-4.5,40,11.562675
-4.5,40,12.520346
-4.0,40,13.422243
-5.0,40,14.458646
-5.0,40,15.400669
-4.5,40,16.3512
-5.5,40,17.312541
-4.5,40,18.252563
-5.5,40,19.151264
-5.0,40,20.039331
-5.0,40,20.919077
-5.0,40,21.794213
-4.0,40,22.619775
-5.0,40,23.473438
-5.0,40,24.275165
-5.0,40,25.072178
-5.0,40,25.848389
-4.5,40,26.769854
-4.5,40,27.678417
-5.0,40,34.228818
-5.0,40,35.104257
-5.0,40,35.918362
-5.0,40,36.785915
-4.5,40,37.611936
-5.5,40,38.473952
-4.5,40,39.305924
-4.0,40,40.211421
-5.0,40,41.163345
-5.0,40,42.151278
-4.5,40,43.086617
-5.0,40,43.985811
-5.0,40,44.990376
-4.5,40,45.864109
-7.0,40,46.776463
-4.0,40,47.615568
-5.0,40,48.519552
-4.0,40,49.379117
-4.0,40,50.202978
-5.0,40,51.043408
-5.0,40,51.895687
-5.0,40,52.769172
-5.0,40,53.662487
-5.0,40,54.692279
-4.0,40,55.743004
-5.0,40,62.184749
-5.0,40,63.052016
-5.0,40,63.842877
-5.0,40,64.792912
-5.0,40,65.657293
-4.5,40,66.542925
-4.0,40,67.453856
-5.0,40,68.396383
-4.0,40,69.263138
-4.5,40,70.165591
-3.5,40,71.067785
-5.0,40,72.027829
-4.5,40,72.964952
-5.0,40,73.939234
-5.0,40,74.785905
-5.0,40,75.641639
-5.0,40,76.468613
-5.0,40,77.279201
-4.5,40,78.089812
-5.0,40,78.895093
-4.5,40,79.760288
-5.0,40,80.626778
-4.5,40,81.58879
-4.5,40,82.478248
-5.0,40,83.419596
-5.0,40,89.797652
-5.0,40,90.611483
-5.0,40,91.459517
-7.0,40,92.266026
-0.0,40,93.087712
-5.0,40,93.984976
-4.5,40,94.976759
-4.5,40,95.983941
-4.5,40,96.865372
-4.0,40,97.90114
-5.0,40,98.81354
-4.0,40,99.703307
-4.0,40,100.652747
-5.0,40,101.587326
-5.0,40,102.425039
-5.0,40,103.323541
-5.0,40,104.242147
-5.0,40,105.100486
-4.0,40,105.920716
-5.0,40,106.785287
-4.5,40,107.636402
-5.0,40,108.467674
-4.5,40,109.331208
-5.0,40,110.339805
-4.5,40,111.333572
-4.5,40,117.648646
-5.0,40,118.480129
-5.0,40,119.307716
-5.0,40,120.125847
-4.5,40,121.130088
-4.0,40,122.046305
-5.0,40,122.955578
-4.5,40,123.867699
-4.5,40,124.818057
-4.5,40,125.750844
-7.0,40,126.551492
-4.5,40,127.417339
-4.5,40,128.432339
-5.0,40,129.359252
-4.0,40,130.24663
-5.0,40,131.080853
-5.0,40,131.936885
-5.0,40,132.784506
-5.0,40,133.729287
-4.0,40,134.594095
-5.0,40,135.454082
-5.0,40,136.323495
-5.0,40,137.282294
-4.0,40,138.2218
-4.5,40,139.138304
-4.5,40,145.471867
-5.0,40,146.295065
-5.0,40,147.190778
-5.0,40,148.092348
-7.0,40,149.029696
-5.0,40,149.997272
-4.5,40,150.801764
-4.5,40,151.720448
-5.0,40,152.624899
-5.0,40,153.538724
-5.0,40,154.428351
-5.0,40,155.32452
-4.5,40,156.193444
-5.0,40,157.083362
-5.0,40,157.954751
-5.0,40,158.780702
-5.5,40,159.594234
-5.0,40,160.364049
-4.5,40,161.189564
-5.0,40,162.030848
-4.5,40,162.882674
-5.0,40,163.747855
-5.0,40,164.681804
-4.5,40,165.639935
-5.0,40,166.583619
-4.5,40,174.651748
-5.0,40,175.465199
-5.0,40,176.271364
-4.5,40,177.144267
-5.0,40,178.031047
-4.5,40,178.861097
-4.5,40,179.738173
-4.5,40,180.612047
-5.0,40,181.49683
-5.0,40,182.360181
-5.0,40,183.263156
-5.0,40,184.132133
-5.0,40,185.011816
-5.0,40,185.873477
-5.0,40,186.770115
-5.0,40,187.630539
-4.5,40,188.466098
-5.0,40,189.273984
-4.5,40,190.117252
-5.0,40,190.936806
-5.0,40,191.78201
-5.0,40,192.603201
-5.0,40,193.403842
-5.0,40,194.329448
-5.0,40,195.214164
-5.0,40,202.292441
-4.0,40,203.121727
-4.5,40,203.994199
-5.0,40,204.806293
-5.0,40,205.664152
-4.0,40,206.640596
-4.0,40,207.579493
-5.0,40,208.455538
-5.0,40,209.40044
-5.0,40,210.342013
-4.0,40,211.327828
-4.5,40,212.239626
-4.5,40,213.19728
-5.0,40,214.117985
-4.5,40,215.047328
-5.0,40,215.909924
-4.5,40,216.713501
-5.0,40,217.592433
-4.5,40,218.48227
-5.0,40,219.330529
-4.5,40,220.160265
-4.5,40,221.018713
-5.0,40,221.904401
-4.5,40,222.823144
-5.0,40,223.733585
-4.5,40,230.080683
-5.0,40,230.944211
-5.0,40,231.842912
-5.0,40,232.682384
-5.0,40,233.538556
-5.0,40,234.405762
-4.0,40,235.354266
-5.0,40,236.300943
-5.0,40,237.28365
-5.0,40,238.282081
-4.5,40,239.204404
-5.0,40,240.224567
-5.0,40,241.09607
-5.0,40,241.981364
-5.0,40,242.882049
-5.0,40,243.743553
-5.0,40,244.57407
-4.5,40,245.425445
-4.5,40,246.295073
-5.5,40,247.167524
-4.5,40,248.030304
-4.5,40,248.937278
-5.0,40,249.807842
-5.0,40,250.674545
-5.0,40,251.598327
-5.0,40,259.790421
-5.0,40,260.698452
-5.0,40,261.599605
-5.5,40,262.455433
-5.0,40,263.280255
-5.0,40,264.107718
-4.5,40,264.955188
-5.0,40,265.819172
-5.0,40,266.653232
-5.0,40,267.494445
-5.0,40,268.352546
-5.0,40,269.28016
-5.0,40,270.234064
-4.5,40,271.213947
-4.5,40,272.099758
-5.0,40,273.031966
-5.0,40,274.003778
-4.5,40,275.011002
-4.5,40,275.866602
-5.0,40,276.688054
-5.0,40,277.504631
-5.0,40,278.356695
-4.0,40,279.157645
-5.0,40,279.967282
-4.5,40,280.808719
-4.5,40,287.698038
-5.0,40,288.578811
-5.0,40,289.431563
-4.5,40,290.277901
-4.5,40,291.109098
-4.5,40,291.944264
-4.5,40,292.773488
-5.0,40,293.611415
-4.5,40,294.4761
-4.5,40,295.297178
-4.5,40,296.163831
-5.0,40,297.157663
-4.5,40,298.09452
-5.0,40,299.009263
-5.0,40,299.94636
-4.5,40,300.891344
-5.0,40,301.908589
-5.0,40,302.882787
-4.5,40,303.778902
-5.0,40,304.634465
-4.5,40,305.478858
-4.5,40,306.316659
-5.0,40,307.162108
-5.5,40,308.007991
-5.0,40,308.853902
-4.5,40,315.688139
-5.0,40,316.658299
-5.0,40,317.523059
-4.0,40,318.36285
-4.0,40,319.219123
-4.5,40,320.070683
-4.5,40,320.883217
-5.0,40,321.711766
-5.0,40,322.506881
-4.5,40,323.341374
-5.0,40,324.162419
-5.0,40,325.037269
-5.0,40,325.961208
-5.0,40,326.915398
-5.0,40,327.828322
-5.0,40,328.828921
-4.5,40,329.770979
-4.5,40,330.762036
-4.5,40,331.635993
-5.0,40,332.524959
-4.5,40,333.356655
-7.0,40,334.24724
-5.0,40,335.083349
-5.0,40,335.926427
-4.5,40,336.842822
-5.0,40,343.312603
-7.0,40,344.278542
-5.5,40,345.178821
-4.5,40,345.994211
-5.0,40,346.830254
-5.0,40,347.63746
-5.0,40,348.436293
-5.0,40,349.297415
-5.0,40,350.113214
-5.0,40,350.958452
-5.0,40,351.794365
10.0,40,352.694634
-4.5,40,353.619963
-5.0,40,354.596051
-5.0,40,355.590162
-5.5,40,356.56897
-4.5,40,357.473826
-4.0,40,358.414075
-4.5,40,359.301559
-4.5,40,360.155962
-4.5,40,361.006052
-4.5,40,361.871933
-4.5,40,362.723751
-4.5,40,363.567155
-5.0,40,364.416368
-4.0,40,371.438356
-4.5,40,372.399533
-5.5,40,373.280454
-5.0,40,374.169786
-4.5,40,375.003334
-5.0,40,375.897833
-5.0,40,376.719302
-5.0,40,377.592487
-5.0,40,378.443938
-4.5,40,379.303116
-5.0,40,380.147795
