#{"t_start": 1758259204.1440012, "env_id": null}
r,l,t--5.0,40,257.339638
-5.0,40,257.535864
-4.5,40,257.735129
-3.5,40,257.936677
-4.5,40,258.13588
-5.0,40,486.144983
-5.0,40,486.346863
-4.0,40,486.54437
-5.0,40,486.734807
-5.0,40,486.923193
-5.0,40,718.611948
-4.5,40,718.822509
-5.0,40,719.017313
-4.5,40,719.212657
-5.0,40,719.408042
-4.5,40,985.335686
-5.0,40,985.527683
-2.5,40,985.718275
-5.0,40,985.907959
-5.0,40,986.097874
-5.0,40,1223.483929
-4.0,40,1223.678584
-5.0,40,1223.873818
-4.5,40,1224.06192
-5.0,40,1224.247979
-5.0,40,1458.500847
-4.5,40,1458.753532
-4.5,40,1459.008985
-5.0,40,1459.258667
-4.5,40,1459.51177
-5.0,40,1711.668986
-5.0,40,1711.855868
-5.0,40,1712.041718
-4.5,40,1712.228417
-4.5,40,1712.413954
-5.0,40,1935.311189
-4.5,40,1935.498857
-5.0,40,1935.689164
-5.0,40,1935.875385
-5.0,40,1936.066733
-4.5,40,2158.713986
-5.0,40,2158.901116
-4.5,40,2159.0895
-4.0,40,2159.283432
-5.0,40,2159.472355
-5.0,40,2417.750652
-5.0,40,2418.00099
-4.5,40,2418.258716
-5.0,40,2418.508435
-5.0,40,2418.758908
-4.5,40,2642.586955
-4.0,40,2642.781534
-4.5,40,2642.99549
-2.0,40,2643.192662
-5.0,40,2643.385674
-4.5,40,2865.661618
-3.5,40,2865.873065
-4.0,40,2866.124808
-4.0,40,2866.443435
-4.0,40,2866.636731
-3.5,40,3118.561987
-3.5,40,3118.750309
-2.0,40,3118.938838
10.2,39,3119.12058
-4.5,40,3119.310999
-3.5,40,3346.545605
-4.0,40,3346.733635
11.0,40,3346.923111
-3.5,40,3347.115352
-4.5,40,3347.307053
-3.0,40,3573.043276
-3.5,40,3573.241524
-2.0,40,3573.440141
-2.0,40,3573.640209
-4.0,40,3573.837314
-7.0,40,3829.789177
-2.5,40,3829.988026
-2.0,40,3830.188893
-3.0,40,3830.392585
-2.0,40,3830.596202
-3.0,40,4057.14792
-3.0,40,4057.348665
-4.0,40,4057.55016
-4.0,40,4057.745147
0.5,40,4057.943891
-1.5,40,4282.16464
-2.0,40,4282.367138
-1.5,40,4282.566557
-3.5,40,4282.768318
-2.5,40,4282.968543
-0.0,40,4535.279951
-2.0,40,4535.48023
0.5,40,4535.679833
-4.0,40,4535.879717
-4.5,40,4536.083433
-3.5,40,4758.955148
0.5,40,4759.153636
-4.5,40,4759.356494
11.1,37,4759.540717
-2.0,40,4759.737992
-3.5,40,4982.52797
-3.0,40,4982.728072
-4.0,40,4982.925663
-4.5,40,4983.130245
-4.0,40,4983.352163
0.5,40,5236.568743
-4.0,40,5236.759888
0.5,40,5236.947217
0.5,40,5237.136459
-5.5,40,5237.329576
0.5,40,5460.735945
0.5,40,5460.953127
-2.0,40,5461.147861
10.2,39,5461.334364
10.5,40,5461.525858
-4.0,40,5686.604976
-4.5,40,5686.802034
-3.5,40,5686.993782
11.6,37,5687.166649
-0.0,40,5687.354575
0.5,40,5937.065996
-2.5,40,5937.265859
-2.0,40,5937.457816
-2.0,40,5937.657969
-3.0,40,5937.855229
-4.5,40,6159.563775
-4.5,40,6159.751952
-4.5,40,6159.940465
-5.0,40,6160.132007
-4.0,40,6160.320207
-2.5,40,6384.543467
-2.5,40,6384.733005
-3.5,40,6384.924254
-4.5,40,6385.116942
-3.0,40,6385.311368
12.0,30,6636.180553
-0.0,40,6636.368613
-3.5,40,6636.55975
-2.5,40,6636.74932
-5.0,40,6636.94591
-4.5,40,6859.951477
11.7,34,6860.114507
-4.0,40,6860.306942
12.1,27,6860.435103
-2.5,40,6860.624702
-2.5,40,7089.726057
10.8,36,7089.931044
-0.0,40,7090.157997
10.2,39,7090.379973
12.7,24,7090.51736
12.5,25,7353.565702
-2.5,40,7353.805442
-0.0,40,7354.044319
10.7,34,7354.245361
11.4,33,7354.441924
12.2,29,7590.626392
-2.5,40,7590.818678
12.5,25,7590.938634
12.5,25,7591.058012
-4.0,40,7591.252746
13.3,21,7834.082814
10.9,33,7834.241824
12.2,29,7834.380734
-0.0,40,7834.573597
10.7,34,7834.737352
11.3,31,8102.187049
13.1,22,8102.29244
11.3,36,8102.464499
-2.5,40,8102.658126
10.3,36,8102.831596
10.8,36,8343.736513
11.1,37,8343.948492
11.1,37,8344.158247
13.0,25,8344.300482
10.0,35,8344.501776
-3.5,40,8590.215737
-0.5,40,8590.41375
12.7,24,8590.533478
12.1,27,8590.669825
-0.5,40,8590.869807
-4.0,40,8868.658015
-0.5,40,8868.847442
-0.0,40,8869.043816
-0.0,40,8869.238312
-3.5,40,8869.43638
11.4,33,9119.4032
-0.0,40,9119.594726
-0.0,40,9119.785149
11.2,34,9119.948309
-4.5,40,9120.138148
10.4,38,9373.495535
11.3,31,9373.672105
10.8,36,9373.876102
11.3,31,9374.054171
-2.5,40,9374.28361
11.2,34,9654.22529
12.9,23,9654.36218
10.7,39,9654.594917
13.5,25,9654.744006
-0.5,40,9654.986201
12.7,24,9910.209123
0.5,40,9910.449679
11.2,34,9910.652416
11.7,29,9910.825952
11.7,29,9910.998459
12.5,25,10168.478184
-2.5,40,10168.717963
-2.0,40,10168.957202
10.6,37,10169.17646
-2.5,40,10169.414158
13.3,21,10454.676239
10.8,36,10454.891736
12.5,25,10455.042111
-0.0,40,10455.280786
11.2,34,10455.482637
-4.5,40,10711.361935
-4.5,40,10711.56005
-2.5,40,10711.755302
-2.5,40,10711.961161
11.3,31,10712.146021
11.6,32,10965.52474
10.4,38,10965.711875
10.5,30,10965.86633
-2.0,40,10966.068201
-0.5,40,10966.267678
13.2,24,11252.705885
11.3,31,11252.854777
11.1,32,11253.008928
11.1,32,11253.161694
12.0,30,11253.306393
10.5,35,11508.673829
10.5,35,11508.87163
11.2,34,11509.067228
-0.5,40,11509.297397
10.5,35,11509.497042
12.1,27,11756.9259
11.3,31,11757.083793
12.7,24,11757.203884
11.7,29,11757.349749
9.7,39,11757.558391
11.4,33,12042.779568
9.5,40,12042.967136
9.5,40,12043.1571
11.1,32,12043.308202
11.0,35,12043.472229
13.3,21,12292.527562
11.0,35,12292.727512
11.5,30,12292.899304
12.7,24,12293.03612
12.3,26,12293.185364
10.6,37,12543.082112
-3.0,40,12543.286668
9.7,39,12543.485816
-3.0,40,12543.691556
-2.5,40,12543.898577
12.3,26,12824.0609
11.5,30,12824.205458
12.1,27,12824.3368
11.9,28,12824.470554
10.1,37,12824.647425
12.5,25,13082.252496
-0.5,40,13082.481145
12.7,24,13082.618708
13.3,21,13082.738439
12.9,23,13082.869717
12.5,25,13333.522165
12.7,24,13333.645529
12.3,26,13333.778128
11.4,33,13333.945995
11.2,34,13334.119267
12.1,27,13622.254107
10.9,33,13622.417485
13.3,21,13622.52091
10.4,38,13622.705879
-0.0,40,13622.903428
-0.5,40,13879.100377
12.1,27,13879.262528
9.7,34,13879.467705
-2.5,40,13879.705439
11.1,32,13879.89703
12.5,25,14127.229753
10.9,33,14127.388582
10.5,35,14127.558318
9.5,35,14127.736498
11.1,27,14127.870745
-5.0,40,14414.200117
-3.0,40,14414.398682
-3.0,40,14414.601629
-0.0,40,14414.800174
11.8,31,14414.95507
10.9,28,14665.861183
