#{"t_start": 1757786018.385762, "env_id": null}
r,l,t
-7.5,40,10.045701
-7.0,40,12.655148
-7.5,40,15.039345
-7.5,40,17.533198
-7.5,40,20.003592
-7.0,40,22.302859
-7.5,40,24.709128
-7.5,40,27.027223
-7.5,40,29.189122
-7.5,40,31.536616
-7.5,40,33.942368
-7.0,40,36.34808
-7.5,40,38.606206
-7.0,40,41.124432
-7.0,40,43.594459
-7.5,40,45.859585
-7.5,40,48.212405
-7.5,40,50.681252
-7.5,40,53.020652
-6.5,40,55.449831
-7.0,40,57.838405
-7.5,40,60.223153
-7.5,40,62.581708
-7.0,40,64.905138
-7.5,40,67.177035
-7.0,40,99.560646
-7.5,40,101.800506
-7.0,40,104.113355
-7.5,40,106.414862
-7.5,40,108.781738
-7.5,40,111.159228
-7.0,40,113.550299
-7.5,40,115.925549
-7.0,40,118.175313
-7.5,40,120.561066
-7.5,40,122.787188
-7.0,40,125.054517
-7.5,40,127.24435
-7.5,40,129.629635
-7.5,40,131.95174
-7.0,40,134.369529
-7.0,40,136.775361
-7.0,40,139.288336
-7.5,40,141.680969
-7.5,40,144.033572
-7.5,40,146.32505
-7.5,40,148.55024
-7.0,40,150.942421
-7.5,40,153.264912
-7.0,40,155.664049
-7.5,40,192.985423
-7.5,40,195.229491
-7.5,40,197.523329
-7.5,40,199.83865
-7.5,40,202.042653
-7.0,40,204.365623
-7.5,40,206.62047
-7.5,40,208.984262
-7.0,40,211.293033
-7.5,40,213.674132
-7.0,40,215.971577
-7.0,40,218.43251
-7.5,40,220.717757
-7.0,40,223.041049
-7.5,40,225.319677
-7.5,40,227.636203
-7.0,40,229.998578
-7.5,40,232.43689
-7.0,40,234.888553
-7.5,40,237.161989
-7.0,40,239.473273
-7.0,40,241.805036
-7.5,40,244.107545
-7.5,40,246.524039
-7.5,40,248.902293
-7.0,40,286.483108
-7.5,40,288.804695
-7.0,40,291.215685
-7.5,40,293.605233
-7.5,40,296.043323
-7.5,40,298.343336
-7.5,40,300.538141
-7.5,40,302.873455
-7.0,40,305.250814
-7.0,40,307.60908
-7.5,40,310.10665
