#{"t_start": 1758259203.4700572, "env_id": null}
r,l,t
-5.0,40,6.183617
-5.0,40,7.077587
-3.0,40,8.040898
-5.5,40,8.988176
-4.5,40,9.870503
-5.0,40,10.756408
-5.0,40,11.606876
-5.0,40,12.563712
-4.5,40,13.465966
-5.0,40,14.499527
-4.5,40,15.446394
-5.0,40,16.394962
-5.0,40,17.355525
-5.0,40,18.296483
-5.0,40,19.194956
-5.0,40,20.083238
-4.0,40,20.962654
-5.0,40,21.838181
-5.0,40,22.663397
11.0,35,23.413267
-5.5,40,24.209582
-5.0,40,25.014014
-5.0,40,25.788109
-5.0,40,26.688858
-5.0,40,27.603181
-5.0,40,34.151577
-5.0,40,35.025185
-5.0,40,35.851873
-5.0,40,36.710944
-5.0,40,37.546676
-4.5,40,38.405557
-5.0,40,39.233871
-4.0,40,40.140548
-5.0,40,41.073378
-5.0,40,42.074771
-5.0,40,42.996431
-5.0,40,43.921521
-4.5,40,44.897464
-5.0,40,45.798716
-0.0,40,46.699903
-5.5,40,47.556234
-4.5,40,48.461191
-5.0,40,49.309407
-5.0,40,50.14486
-5.0,40,50.963122
-4.5,40,51.831107
-5.5,40,52.705114
-5.0,40,53.581887
-5.0,40,54.597645
-4.0,40,55.650762
-4.5,40,62.096096
-5.5,40,62.984208
-4.5,40,63.762499
-4.5,40,64.723997
-5.0,40,65.588333
-4.5,40,66.460058
-4.5,40,67.378299
-4.5,40,68.318401
-5.0,40,69.184507
-4.0,40,70.086592
-5.0,40,70.983894
-5.0,40,71.951599
-4.5,40,72.8821
-4.5,40,73.863861
-5.5,40,74.715183
-5.0,40,75.574076
-6.0,40,76.400754
-4.5,40,77.218081
-5.0,40,78.023763
-5.0,40,78.827089
-4.5,40,79.685662
-4.5,40,80.539686
-5.0,40,81.47331
-5.0,40,82.392569
-5.0,40,83.334982
-4.5,40,89.732055
-4.5,40,90.543594
-5.0,40,91.383509
-5.0,40,92.210792
-4.5,40,93.022189
-4.5,40,93.925648
-5.0,40,94.865985
-5.0,40,95.879658
-5.0,40,96.776714
-7.0,40,97.794127
-4.5,40,98.733242
-5.0,40,99.627394
-5.0,40,100.591323
-5.0,40,101.518354
-5.0,40,102.36217
-4.5,40,103.226223
-5.5,40,104.175128
-5.0,40,105.030576
-5.0,40,105.851719
-4.0,40,106.696405
-5.0,40,107.578577
-5.5,40,108.398856
-4.0,40,109.236295
-5.0,40,110.22866
-5.0,40,111.258584
-5.5,40,117.580639
-4.5,40,118.416029
-4.0,40,119.219627
-4.5,40,120.055063
-5.0,40,121.055758
-4.5,40,121.967925
-4.0,40,122.868741
-5.0,40,123.784321
-5.5,40,124.735655
-5.0,40,125.660335
-4.5,40,126.496417
-4.5,40,127.330838
-4.0,40,128.363617
-5.0,40,129.286003
-5.0,40,130.165341
-4.5,40,131.00947
-5.0,40,131.865203
-4.5,40,132.715183
-5.0,40,133.656066
-4.5,40,134.520397
-4.5,40,135.381063
-5.0,40,136.22777
-5.0,40,137.196596
-4.5,40,138.138912
-4.5,40,139.066446
-5.0,40,145.392302
-4.0,40,146.228794
-5.0,40,147.118474
-5.0,40,148.013281
-5.0,40,148.95808
-5.0,40,149.941168
-4.5,40,150.732338
-5.0,40,151.617457
-5.0,40,152.541788
-5.0,40,153.466114
-5.0,40,154.3509
-5.0,40,155.242099
-4.5,40,156.111626
-4.0,40,157.011876
-5.0,40,157.870393
-5.0,40,158.712986
-3.5,40,159.528127
-5.0,40,160.297852
-5.0,40,161.117226
-5.0,40,161.960351
-4.5,40,162.813257
-5.0,40,163.672123
-5.0,40,164.594027
-5.0,40,165.542638
-5.0,40,166.512511
-5.5,40,174.588545
-5.0,40,175.399352
