#{"t_start": 1757786017.800186, "env_id": null}
r,l,t
-7.5,40,10.632463
-7.5,40,13.234677
-7.5,40,15.620402
-7.5,40,18.121307
-7.5,40,20.581364
-7.0,40,22.891748
-7.0,40,25.295653
-7.0,40,27.602177
-7.5,40,29.760674
-7.5,40,32.120041
-7.0,40,34.532622
-7.5,40,36.92853
-7.5,40,39.189161
-7.5,40,41.717155
-7.0,40,44.177938
-7.5,40,46.443958
-7.5,40,48.803248
-7.5,40,51.268876
-7.0,40,53.59673
-7.5,40,56.038132
-7.0,40,58.418298
-7.0,40,60.80412
-7.0,40,63.165429
-7.5,40,65.495612
-7.5,40,67.763711
-7.0,40,100.149684
-7.5,40,102.383336
-7.5,40,104.68819
-7.5,40,106.999137
-7.5,40,109.37013
-7.0,40,111.732567
-7.0,40,114.148353
-7.5,40,116.506415
-7.5,40,118.751735
-7.5,40,121.144354
-7.5,40,123.367792
-7.5,40,125.635776
-7.0,40,127.826226
-7.5,40,130.22305
-7.5,40,132.520201
-7.0,40,134.946832
-6.5,40,137.356607
-7.0,40,139.872289
-7.5,40,142.268982
-7.0,40,144.618865
-7.0,40,146.913249
-7.5,40,149.1304
-7.0,40,151.533868
-7.5,40,153.837228
-7.0,40,156.251375
-7.5,40,193.562441
-7.5,40,195.820917
-7.5,40,198.116104
-7.5,40,200.411509
-7.0,40,202.637392
-7.5,40,204.95824
-7.5,40,207.205715
-7.5,40,209.565853
-7.0,40,211.873227
-7.5,40,214.264304
-7.0,40,216.558497
-7.0,40,219.015124
-7.5,40,221.300735
-7.5,40,223.615065
-7.0,40,225.905082
-7.5,40,228.206816
-7.5,40,230.586189
-7.5,40,233.025489
-7.5,40,235.475934
-6.5,40,237.748741
-7.0,40,240.058515
-7.5,40,242.389123
-7.5,40,244.698282
-7.5,40,247.115591
-7.0,40,249.476983
-7.0,40,287.062178
-6.5,40,289.395277
-7.5,40,291.80386
-7.5,40,294.199742
-7.5,40,296.636208
-7.5,40,298.920579
-6.5,40,301.116695
-7.0,40,303.45906
-7.5,40,305.828773
-7.5,40,308.193639
-7.0,40,310.686261
-7.5,40,312.923491
-7.5,40,315.259465
-6.5,40,317.507132
-7.5,40,319.84403
-7.0,40,322.195463
-7.5,40,324.608238
-7.5,40,327.021893
-7.5,40,329.359398
