#{"t_start": 1757786018.3153796, "env_id": null}
r,l,t
-7.5,40,10.120367
-7.5,40,12.718501
-7.0,40,15.113773
-7.5,40,17.605933
-7.5,40,20.074567
-7.5,40,22.377613
-7.5,40,24.781158
-7.5,40,27.095475
-7.0,40,29.249578
-7.5,40,31.611125
-7.0,40,34.000219
-7.5,40,36.41147
-7.0,40,38.681281
-7.5,40,41.201631
-7.5,40,43.662468
-6.5,40,45.935802
-7.0,40,48.287695
-7.0,40,50.755131
-7.5,40,53.084043
-7.5,40,55.517683
-7.5,40,57.909604
-7.5,40,60.292437
-7.5,40,62.662683
-7.0,40,64.979979
-7.5,40,67.257055
-7.5,40,99.630117
-7.5,40,101.87084
-7.5,40,104.176929
-7.5,40,106.489974
-7.0,40,108.858593
-7.5,40,111.213837
-7.5,40,113.62517
-7.5,40,115.992489
-7.0,40,118.246316
-7.5,40,120.629333
-7.0,40,122.852547
-7.5,40,125.127551
-7.0,40,127.315524
-7.0,40,129.705932
-7.5,40,132.011712
-7.5,40,134.428027
-7.5,40,136.841255
-7.5,40,139.356934
-7.5,40,141.748662
-7.0,40,144.106106
-7.5,40,146.39356
-7.0,40,148.621698
-7.0,40,151.018631
-7.0,40,153.328705
-7.5,40,155.732517
-7.5,40,193.049517
-7.0,40,195.297235
-7.5,40,197.600782
-7.5,40,199.901802
-7.5,40,202.117301
-7.5,40,204.442121
-7.5,40,206.696353
-7.5,40,209.040883
-7.5,40,211.357838
-7.0,40,213.734984
-7.5,40,216.043334
-7.5,40,218.494992
-7.5,40,220.791574
-7.5,40,223.107167
-7.0,40,225.395451
-7.0,40,227.699873
-7.0,40,230.070919
-7.5,40,232.502665
-7.0,40,234.961096
-7.0,40,237.237717
-7.5,40,239.541782
-7.0,40,241.876633
-6.5,40,244.172973
-7.5,40,246.598304
-7.5,40,248.963545
-7.5,40,286.547359
-7.5,40,288.874789
-7.5,40,291.288069
-7.5,40,293.676292
-7.5,40,296.120931
