#{"t_start": 1757786018.342489, "env_id": null}
r,l,t
-7.5,40,10.093567
-7.0,40,12.691373
-7.5,40,15.087182
-7.5,40,17.578753
-7.5,40,20.035811
-7.0,40,22.350588
-7.0,40,24.754196
-7.5,40,27.068337
-7.0,40,29.231283
-7.0,40,31.594116
-7.5,40,33.981013
-7.5,40,36.383494
-7.5,40,38.653932
-7.5,40,41.174927
-7.5,40,43.636755
-7.5,40,45.908964
-7.5,40,48.260765
-7.0,40,50.728084
-7.5,40,53.057263
-7.5,40,55.495663
-7.5,40,57.880883
-7.0,40,60.264792
-7.0,40,62.62387
-7.0,40,64.952705
-7.5,40,67.220948
-7.0,40,99.603172
-7.0,40,101.843727
-7.5,40,104.149942
-7.5,40,106.462999
-7.5,40,108.831264
-7.5,40,111.186391
-7.0,40,113.599337
-7.5,40,115.965575
-7.5,40,118.219162
-7.0,40,120.610891
-7.5,40,122.825609
-7.0,40,125.104745
-7.0,40,127.279188
-7.5,40,129.672231
-7.5,40,131.984512
-7.0,40,134.403872
-7.5,40,136.808703
-7.5,40,139.329727
-7.5,40,141.719556
-7.0,40,144.079177
-6.5,40,146.368886
-7.5,40,148.58891
-7.0,40,150.991883
-7.0,40,153.298559
-7.5,40,155.705824
-7.5,40,193.026764
-7.0,40,195.270132
-7.0,40,197.573641
-7.5,40,199.879448
-7.5,40,202.089922
-7.0,40,204.415348
-7.0,40,206.668953
-7.5,40,209.023449
-7.0,40,211.336414
-7.5,40,213.713151
-7.0,40,216.016513
-7.5,40,218.467947
-7.0,40,220.753846
-7.0,40,223.078228
-7.5,40,225.362582
-7.0,40,227.672657
-7.5,40,230.04384
-7.0,40,232.475344
-7.5,40,234.933386
-7.5,40,237.214173
-7.5,40,239.514623
-7.0,40,241.846514
-7.0,40,244.155697
-7.5,40,246.571238
-7.5,40,248.936477
-7.5,40,286.519306
-7.0,40,288.847763
-7.5,40,291.2582
-6.5,40,293.651379
-7.5,40,296.084602
-7.5,40,298.378129
-7.5,40,300.579005
-7.5,40,302.916603
-7.0,40,305.295957
-7.5,40,307.649081
-7.5,40,310.1444
-7.5,40,312.389884
-7.5,40,314.710551
-7.5,40,316.974205
-7.0,40,319.309455
-7.5,40,321.660447
-7.5,40,324.066504
-7.5,40,326.484222
-7.0,40,328.808777
-7.5,40,331.26125
-6.5,40,333.619738
-7.5,40,336.047823
-7.0,40,338.421976
-7.0,40,340.827804
-7.5,40,342.975632
-7.5,40,374.377946
-7.0,40,376.554864
-7.5,40,378.856401
-7.5,40,381.163846
-7.5,40,383.690932
-7.5,40,386.030738
-7.5,40,388.560296
-7.5,40,390.879687
-7.5,40,393.361362
-7.5,40,395.799945
-7.5,40,398.329174
-7.5,40,400.791878
-7.5,40,403.182214
-7.5,40,405.601242
-7.0,40,407.99929
-7.5,40,410.397907
-7.5,40,412.846972
-7.0,40,415.300377
-7.0,40,417.759505
-7.0,40,420.104083
-7.5,40,422.55417
-7.0,40,424.869788
-7.5,40,427.423628
-7.0,40,429.730388
-7.5,40,432.293839
-7.5,40,477.696112
-7.0,40,480.058289
-6.5,40,482.42117
-7.0,40,484.627467
-7.0,40,487.026062
-7.5,40,489.207248
-7.5,40,491.736239
-7.5,40,494.136204
-7.5,40,496.681538
-7.5,40,498.976616
-7.5,40,501.173061
-7.5,40,503.487438
-7.5,40,505.960906
-7.5,40,508.186779
-7.5,40,510.627594
-7.0,40,512.801847
-6.5,40,515.161362
-7.5,40,517.285278
-7.5,40,519.893522
-7.0,40,522.340197
-7.5,40,524.684642
-7.5,40,527.035719
-7.0,40,529.323823
-7.0,40,531.529102
-7.5,40,533.920493
-7.5,40,570.12967
-7.5,40,572.359083
-7.0,40,574.64853
-7.5,40,576.937185
-7.0,40,579.557556
-7.5,40,581.927112
-7.5,40,584.364006
-7.0,40,586.739566
-7.5,40,589.21227
-7.5,40,591.610561
-7.0,40,594.137624
-7.5,40,596.588182
-7.5,40,599.180435
-7.5,40,601.482231
-7.5,40,604.004935
-7.5,40,606.349289
-7.5,40,608.878973
-7.5,40,611.171904
-7.5,40,613.421366
-7.5,40,615.880134
-7.0,40,618.462275
-7.0,40,620.796155
-7.0,40,623.405896
-7.0,40,625.767767
-7.5,40,628.233279
-7.0,40,664.535495
-7.5,40,666.855329
-7.0,40,669.216373
-7.5,40,671.657007
-7.5,40,674.025819
-7.5,40,676.437621
-7.5,40,678.904876
-7.0,40,681.512101
-7.0,40,683.979297
-7.5,40,686.439881
-7.5,40,689.014575
-7.5,40,691.422844
-7.5,40,693.880645
-7.5,40,696.29989
-7.5,40,698.584579
-7.5,40,701.090745
-7.5,40,703.588435
-7.5,40,706.080077
-7.5,40,708.497392
-7.5,40,711.062456
-7.5,40,713.38339
-7.5,40,715.888902
-7.5,40,718.326476
-7.0,40,720.743113
-7.5,40,723.290877
-7.0,40,754.460518
-7.5,40,756.925753
-7.5,40,759.438612
-7.5,40,761.756076
-7.5,40,764.168071
-7.0,40,766.484593
-7.0,40,768.970564
-7.5,40,771.444826
-7.5,40,773.973307
-7.0,40,776.316485
-6.5,40,778.611895
-7.0,40,781.196393
-7.0,40,783.608895
-7.0,40,786.079352
-7.0,40,788.38526
-7.5,40,790.786986
-7.5,40,793.217064
-7.5,40,795.535726
-7.0,40,798.062128
-7.5,40,800.335193
-7.5,40,802.761911
-6.5,40,805.277766
-7.5,40,807.638623
-7.0,40,809.931895
-7.5,40,812.420987
-7.5,40,857.770282
-7.0,40,860.062519
-7.5,40,862.472528
-7.5,40,864.901481
-7.0,40,867.316183
-7.5,40,869.642662
-7.5,40,872.009381
-7.0,40,874.303995
-7.5,40,876.569798
-7.5,40,879.031091
-7.0,40,881.352856
-7.5,40,883.750173
-7.0,40,886.210385
-7.0,40,888.574564
-7.0,40,890.865142
-7.0,40,893.281327
-7.5,40,895.54856
-7.0,40,897.901181
-6.5,40,900.242808
-7.0,40,902.545858
-7.5,40,905.038102
-7.5,40,907.236172
-7.5,40,909.642764
-7.0,40,911.945513
-7.5,40,914.304426
-7.5,40,950.939039
-7.5,40,953.288498
-7.5,40,955.55637
-7.5,40,958.030542
-7.5,40,960.287041
-7.5,40,962.657312
-7.0,40,964.878358
-7.5,40,967.190348
-7.5,40,969.556351
-7.0,40,971.844967
-7.0,40,974.288231
-7.5,40,976.548159
-7.5,40,978.869538
-7.5,40,981.209097
-7.5,40,983.574797
-7.0,40,985.917568
-7.0,40,988.282471
-7.5,40,990.533457
-7.5,40,992.861474
-7.0,40,995.214237
-7.5,40,997.540911
-7.5,40,999.942297
-7.5,40,1002.209002
-7.5,40,1004.561019
-7.5,40,1006.90645
-7.0,40,1037.732004
-7.5,40,1040.1087
-7.5,40,1042.487668
-7.5,40,1044.833762
-7.5,40,1047.066969
-7.0,40,1049.467113
-7.5,40,1051.762017
-7.5,40,1053.998201
-7.5,40,1056.48087
-7.5,40,1058.848901
-7.5,40,1061.260977
-7.5,40,1063.471024
-7.5,40,1065.928829
-7.5,40,1068.344253
-7.0,40,1070.679402
-7.5,40,1073.02916
-7.0,40,1075.368579
-7.5,40,1077.77568
-7.0,40,1080.119536
-7.5,40,1082.413017
-7.0,40,1084.680222
-7.5,40,1087.159931
-7.5,40,1089.434512
-7.5,40,1091.753029
-7.5,40,1094.181745
-7.0,40,1130.362574
-7.5,40,1132.658646
-7.5,40,1134.958995
-7.5,40,1137.257345
-7.5,40,1139.452514
-7.5,40,1141.670886
-7.5,40,1144.075379
-7.0,40,1146.41551
-7.0,40,1148.683421
-7.0,40,1151.093611
-7.5,40,1153.298796
-7.0,40,1155.736936
-7.0,40,1158.023647
-7.5,40,1160.380853
-7.5,40,1162.679236
-7.5,40,1165.038444
-7.0,40,1167.348208
-7.5,40,1169.731851
-7.0,40,1171.965266
-7.0,40,1174.273535
-7.0,40,1176.574508
-7.0,40,1178.838455
-7.5,40,1181.13642
-7.5,40,1183.519289
-7.5,40,1185.732764
-7.5,40,1222.795013
-7.5,40,1225.148871
-7.5,40,1227.428453
-7.5,40,1229.803166
-6.5,40,1232.092245
-7.5,40,1234.508627
-7.5,40,1236.814058
-7.0,40,1239.026117
-7.5,40,1241.374555
-7.5,40,1243.744859
-7.5,40,1245.99765
-7.5,40,1248.299326
-7.5,40,1250.584936
-7.5,40,1252.870122
-7.5,40,1255.221455
-7.5,40,1257.578216
-7.5,40,1259.88175
-7.5,40,1262.2139
-7.5,40,1264.56552
-7.5,40,1266.935739
-7.5,40,1269.243826
-7.5,40,1271.56345
-7.5,40,1273.957112
-7.5,40,1276.378604
-7.0,40,1278.694737
-7.0,40,1314.928208
-7.5,40,1317.274484
-7.5,40,1319.67817
-7.5,40,1321.963872
-7.5,40,1324.396278
-7.5,40,1326.714159
-7.0,40,1328.993382
-7.5,40,1331.307164
-7.5,40,1333.701757
-7.5,40,1335.985309
-7.5,40,1338.316609
-7.5,40,1340.695986
-7.0,40,1343.038306
-7.5,40,1345.375695
-7.0,40,1347.659824
-7.5,40,1349.998229
-7.5,40,1352.414126
-7.0,40,1354.721025
-7.5,40,1357.064477
-7.5,40,1359.32798
-7.0,40,1361.602508
-7.0,40,1363.875603
-7.0,40,1366.243633
-7.0,40,1368.673471
-7.5,40,1371.051637
-7.5,40,1402.945195
-7.5,40,1405.290383
-7.5,40,1407.579784
-7.5,40,1409.939728
-7.0,40,1412.251077
-7.0,40,1414.639506
-7.5,40,1417.054749
-7.0,40,1419.45205
-7.5,40,1421.740983
-6.5,40,1424.053614
-7.5,40,1426.639182
-7.5,40,1429.212486
-7.5,40,1431.489422
-7.5,40,1433.865015
-7.5,40,1436.269026
-7.5,40,1438.512063
-7.5,40,1440.828817
-7.5,40,1443.269928
-7.5,40,1445.670278
-7.5,40,1448.069763
-7.5,40,1450.513387
-7.5,40,1452.878977
-7.5,40,1455.266497
-7.0,40,1457.567021
-7.0,40,1459.954144
-7.0,40,1498.181398
-7.0,40,1500.553902
-7.5,40,1502.902956
-7.5,40,1505.214003
-7.5,40,1507.644624
-7.5,40,1510.135453
-7.5,40,1512.650501
-7.0,40,1515.057133
-6.5,40,1517.465088
-7.0,40,1519.795486
-7.0,40,1522.17075
-6.5,40,1524.726839
-7.0,40,1527.046828
-7.5,40,1529.50234
-7.5,40,1532.015589
-7.0,40,1534.509524
-7.0,40,1536.884969
-7.5,40,1539.274565
-7.0,40,1541.726645
-7.0,40,1544.101569
-7.5,40,1546.425264
-7.5,40,1548.687005
-7.0,40,1551.042474
-7.5,40,1553.373009
-6.0,40,1555.732644
-7.0,40,1592.348192
-7.5,40,1594.645578
-7.0,40,1596.916574
-7.0,40,1599.377057
-7.0,40,1601.692363
-6.5,40,1604.180891
-7.0,40,1606.584256
-7.5,40,1608.913184
-7.0,40,1611.344886
-7.0,40,1613.794621
-7.5,40,1616.154385
-7.0,40,1618.541554
-7.5,40,1620.84768
-7.0,40,1623.298645
-7.0,40,1625.685305
-7.0,40,1628.171624
-7.5,40,1630.660576
-7.0,40,1633.105315
-7.5,40,1635.456403
-7.0,40,1637.758691
-6.5,40,1640.069809
-7.0,40,1642.587878
-7.0,40,1644.974322
-7.0,40,1647.222588
-7.0,40,1649.61695
-6.5,40,1681.426559
-7.0,40,1683.861065
-7.0,40,1686.170213
-7.0,40,1688.40281
-7.5,40,1690.724391
-6.5,40,1693.206921
-6.5,40,1695.609869
-7.0,40,1697.92516
-7.5,40,1700.313343
-7.5,40,1702.638078
-6.5,40,1705.024011
-7.0,40,1707.414383
-7.0,40,1709.677306
-7.0,40,1712.020395
-7.5,40,1714.359473
-7.0,40,1716.696962
-6.0,40,1719.111698
-7.5,40,1721.532829
-7.0,40,1723.832397
-7.0,40,1726.270435
-6.5,40,1728.607631
-7.5,40,1731.068987
-7.0,40,1733.54107
-7.0,40,1735.96932
-7.5,40,1738.378469
-7.0,40,1775.237386
-6.5,40,1777.682007
-7.0,40,1780.164356
-7.0,40,1782.45482
-6.5,40,1785.023109
-6.5,40,1787.49352
-6.0,40,1789.858548
-7.0,40,1792.218634
-7.0,40,1794.483361
-7.0,40,1796.87817
-7.0,40,1799.269734
-7.0,40,1801.634689
-7.0,40,1803.938514
-5.5,40,1806.362894
-6.5,40,1808.673163
-7.0,40,1811.154927
-6.5,40,1813.365918
-7.0,40,1815.872996
-7.5,40,1818.358543
-6.5,40,1820.856168
-7.0,40,1823.202911
-7.0,40,1825.780396
-7.0,40,1828.065985
-7.0,40,1830.554166
-7.0,40,1832.86913
-7.0,40,1869.692122
-7.0,40,1872.172975
-7.0,40,1874.540043
-6.5,40,1877.053573
-7.0,40,1879.387841
-7.0,40,1881.948889
-7.5,40,1884.32318
-7.0,40,1886.829619
-7.0,40,1889.292195
-6.5,40,1891.711684
-7.0,40,1894.208846
-7.0,40,1896.555575
-7.5,40,1899.011237
-7.5,40,1901.488273
-7.0,40,1903.883092
-7.0,40,1906.377223
-7.0,40,1908.739369
-6.5,40,1911.288595
-7.0,40,1913.798908
-6.5,40,1916.348297
-7.5,40,1918.741347
-6.5,40,1921.15789
-7.0,40,1923.437537
-6.5,40,1925.836276
-7.5,40,1928.255673
-7.5,40,1964.555737
-7.0,40,1966.990683
-7.0,40,1969.498884
-7.0,40,1972.034519
-6.5,40,1974.428875
-6.5,40,1976.881079
-7.0,40,1979.319762
-6.5,40,1981.741786
-6.5,40,1984.106167
-7.0,40,1986.431422
-7.0,40,1989.064346
-6.5,40,1991.659562
-7.5,40,1994.036412
-6.5,40,1996.532662
-7.0,40,1998.978971
