#{"t_start": 1757786017.6015403, "env_id": null}
r,l,t
-7.0,40,10.834112
-7.5,40,13.432137
-7.0,40,15.823093
-7.5,40,18.320255
-7.0,40,20.783606
-7.0,40,23.091453
-7.0,40,25.497899
-7.0,40,27.809203
-7.5,40,29.963077
-7.0,40,32.314146
-7.5,40,34.723677
-7.5,40,37.124157
-7.5,40,39.395115
-7.0,40,41.905874
-7.5,40,44.370236
-7.5,40,46.64804
-7.0,40,48.991944
-7.5,40,51.468478
-7.5,40,53.804085
-7.5,40,56.235196
-7.5,40,58.623846
-7.5,40,61.003495
-7.5,40,63.358919
-7.5,40,65.693862
-7.5,40,67.961031
-7.5,40,100.343728
-7.5,40,102.584495
-7.0,40,104.890636
-7.5,40,107.203418
-7.5,40,109.572541
-7.5,40,111.933812
-7.5,40,114.340583
-7.0,40,116.706243
-7.0,40,118.960696
-7.5,40,121.342632
-7.0,40,123.567787
-7.5,40,125.842632
-7.5,40,128.019596
-7.5,40,130.408462
-7.5,40,132.728212
-7.5,40,135.144207
-7.5,40,137.549433
-7.5,40,140.07086
-7.0,40,142.461308
-7.5,40,144.82016
-7.5,40,147.102586
-7.5,40,149.335609
-7.0,40,151.732174
-7.0,40,154.046044
-7.5,40,156.447879
-7.5,40,193.766782
-7.5,40,196.007018
-7.5,40,198.314385
-7.0,40,200.620363
-7.5,40,202.830497
-7.5,40,205.156604
-7.5,40,207.409261
-7.5,40,209.764472
-7.0,40,212.071487
-7.5,40,214.454026
-7.5,40,216.75848
-7.5,40,219.209158
-7.5,40,221.497733
-7.5,40,223.82056
-7.5,40,226.102092
-7.5,40,228.413999
-7.0,40,230.787171
-7.5,40,233.216141
-7.5,40,235.674131
-7.5,40,237.94555
-6.5,40,240.25569
-7.0,40,242.587752
-7.0,40,244.89548
-7.5,40,247.312075
-7.5,40,249.67729
-7.5,40,287.256309
-7.5,40,289.583669
-6.5,40,292.001505
-7.0,40,294.393976
-7.5,40,296.818028
-7.5,40,299.122447
-7.5,40,301.31984
-7.5,40,303.65776
-7.5,40,306.03651
-7.5,40,308.389577
-7.5,40,310.885287
-7.5,40,313.121587
-7.0,40,315.451042
-7.5,40,317.707233
-7.5,40,320.049915
-7.0,40,322.394175
-7.5,40,324.807268
-7.0,40,327.224137
-7.0,40,329.549641
-7.5,40,331.99203
-7.0,40,334.360168
-7.5,40,336.788051
-7.5,40,339.162677
-7.5,40,341.563
-7.0,40,343.716028
-7.5,40,375.123031
-7.5,40,377.302204
-7.5,40,379.597213
-7.0,40,381.907674
-7.5,40,384.431578
-7.0,40,386.771456
-7.0,40,389.301907
-7.0,40,391.621235
-7.0,40,394.115177
-7.5,40,396.545475
-7.5,40,399.065883
-7.5,40,401.5328
-7.5,40,403.914532
-7.5,40,406.350969
-7.5,40,408.73988
-7.5,40,411.137422
-7.0,40,413.588443
-7.5,40,416.039808
-7.5,40,418.506199
-6.5,40,420.844966
-7.0,40,423.291374
-7.5,40,425.610825
-7.5,40,428.164616
-7.5,40,430.472131
-7.0,40,433.032568
-7.5,40,478.441721
-7.5,40,480.794185
-7.5,40,483.161433
-7.5,40,485.36836
-7.5,40,487.76317
-7.5,40,489.948566
-7.5,40,492.481707
-7.5,40,494.879362
-7.0,40,497.42227
-7.0,40,499.717595
-7.5,40,501.914457
-7.5,40,504.227922
-7.0,40,506.705097
-7.5,40,508.928159
-7.5,40,511.368696
-7.0,40,513.543081
-7.5,40,515.899761
-7.0,40,518.02004
-7.5,40,520.63394
-7.0,40,523.080188
-7.5,40,525.425356
-7.0,40,527.772101
-7.5,40,530.076945
-7.5,40,532.2693
-7.5,40,534.66161
-7.5,40,570.86509
-7.0,40,573.105243
-7.0,40,575.390228
-7.5,40,577.679068
-7.5,40,580.29841
-7.5,40,582.675534
-7.5,40,585.10971
-7.5,40,587.475374
-7.0,40,589.95341
-7.5,40,592.352554
-7.5,40,594.878991
-7.5,40,597.329561
-7.5,40,599.921866
-7.5,40,602.22232
-7.5,40,604.76217
-7.0,40,607.099365
-7.5,40,609.619711
-7.5,40,611.912783
-7.5,40,614.162148
-7.5,40,616.621015
-7.0,40,619.205229
-7.0,40,621.536992
-7.5,40,624.157046
-7.5,40,626.508697
-7.0,40,628.973983
-7.0,40,665.270386
-7.5,40,667.60199
-7.5,40,669.953811
-7.5,40,672.397508
-7.5,40,674.762991
-7.0,40,677.178255
-7.0,40,679.642121
-7.5,40,682.252884
-7.5,40,684.720147
-7.5,40,687.179141
-7.5,40,689.756182
-7.0,40,692.169037
-7.0,40,694.621292
-7.5,40,697.043047
-7.5,40,699.325675
-7.0,40,701.831618
-7.5,40,704.329258
-7.5,40,706.822706
-7.5,40,709.248447
-7.5,40,711.803596
-7.0,40,714.123623
-7.5,40,716.629633
-7.5,40,719.064797
-7.5,40,721.483746
-7.0,40,724.03201
-7.0,40,755.200815
-7.0,40,757.666843
-6.5,40,760.174469
-7.5,40,762.494414
-7.0,40,764.912089
-7.5,40,767.22512
-7.5,40,769.700602
-7.5,40,772.186953
-7.5,40,774.709531
-7.0,40,777.054126
-7.5,40,779.352818
-7.5,40,781.925915
-7.5,40,784.350068
-7.5,40,786.827478
-7.0,40,789.125983
-7.0,40,791.518112
-7.5,40,793.958461
-7.5,40,796.271235
-7.5,40,798.813223
-7.0,40,801.076071
-7.5,40,803.508204
-7.0,40,806.013066
-7.5,40,808.382049
-7.5,40,810.672326
-7.5,40,813.161315
-7.0,40,858.509223
-7.5,40,860.803507
-7.5,40,863.210724
-7.5,40,865.645354
-7.5,40,868.056108
-7.0,40,870.38874
-7.0,40,872.745123
-7.5,40,875.037399
-7.5,40,877.316217
-7.0,40,879.771742
-7.5,40,882.097266
-7.5,40,884.491021
-7.5,40,886.950469
-7.5,40,889.311987
-7.5,40,891.598873
-7.0,40,894.02239
-7.5,40,896.3023
-7.5,40,898.634958
-7.0,40,900.98458
-7.5,40,903.283736
-7.0,40,905.7766
-7.0,40,907.966905
-7.0,40,910.383414
-7.5,40,912.680019
-7.5,40,915.050033
-7.5,40,951.680045
-7.5,40,954.029898
-7.0,40,956.305194
-7.0,40,958.771145
-7.5,40,961.032038
-7.5,40,963.403687
-7.5,40,965.619214
-7.5,40,967.931251
-7.0,40,970.297856
-7.5,40,972.59042
-7.5,40,975.029241
-7.0,40,977.288753
-7.5,40,979.607732
-7.5,40,981.95004
-7.5,40,984.316149
-6.5,40,986.659574
-7.5,40,989.025437
-7.5,40,991.276889
-7.5,40,993.605145
-7.5,40,995.953579
-7.5,40,998.282941
-7.5,40,1000.675152
-7.5,40,1002.941415
-7.5,40,1005.301498
-7.5,40,1007.64764
-7.5,40,1038.472217
-7.0,40,1040.84849
-7.0,40,1043.231759
-7.5,40,1045.573944
-7.5,40,1047.807453
-7.0,40,1050.207774
-7.0,40,1052.503488
-7.5,40,1054.741557
-7.5,40,1057.22186
-7.5,40,1059.587893
-7.5,40,1062.005481
-7.5,40,1064.210771
-7.5,40,1066.669399
-7.0,40,1069.084678
-7.5,40,1071.431171
-7.0,40,1073.776748
-7.5,40,1076.109522
-7.5,40,1078.512709
-7.5,40,1080.860317
-7.0,40,1083.153493
-7.0,40,1085.411049
-7.0,40,1087.900406
-7.5,40,1090.175327
-7.5,40,1092.493627
-7.5,40,1094.922796
-7.5,40,1131.098224
-7.0,40,1133.388238
-7.5,40,1135.697935
-7.5,40,1137.9985
-7.5,40,1140.198932
-7.0,40,1142.407279
-7.5,40,1144.825138
-7.5,40,1147.155719
-7.5,40,1149.424071
-7.5,40,1151.834306
-7.5,40,1154.042749
-7.5,40,1156.477002
-7.5,40,1158.76416
-7.5,40,1161.121473
-7.0,40,1163.419478
-7.5,40,1165.778957
-7.5,40,1168.089185
-7.0,40,1170.473055
-7.5,40,1172.706023
-7.0,40,1175.018638
-7.5,40,1177.314899
-7.0,40,1179.583817
-7.5,40,1181.877213
-7.5,40,1184.2599
-7.5,40,1186.473724
-7.0,40,1223.538788
-7.0,40,1225.885109
-7.5,40,1228.172027
-7.5,40,1230.544044
-7.5,40,1232.833056
-7.5,40,1235.249488
-7.5,40,1237.555482
-7.0,40,1239.762359
-7.0,40,1242.115245
-7.0,40,1244.481191
-7.5,40,1246.746179
-7.0,40,1249.04027
-7.5,40,1251.330816
-7.0,40,1253.611065
-7.5,40,1255.959741
-7.5,40,1258.318227
-7.5,40,1260.628517
-7.5,40,1262.955285
-7.5,40,1265.308762
-7.0,40,1267.673822
-7.5,40,1269.984984
-7.5,40,1272.304013
-7.5,40,1274.697889
-7.5,40,1277.119831
-7.5,40,1279.434579
-7.5,40,1315.669094
-7.5,40,1318.014226
-7.0,40,1320.422979
-7.0,40,1322.705163
-7.0,40,1325.136731
-7.5,40,1327.455547
-7.0,40,1329.73403
-7.5,40,1332.044384
-7.0,40,1334.444318
-7.5,40,1336.732032
-7.0,40,1339.065556
-7.0,40,1341.446842
-6.5,40,1343.781646
-7.5,40,1346.116851
-7.5,40,1348.403222
-7.5,40,1350.743865
-7.0,40,1353.155502
-7.0,40,1355.45669
-7.0,40,1357.805405
-7.5,40,1360.069334
-7.0,40,1362.348811
-7.5,40,1364.614978
-7.0,40,1366.988117
-7.5,40,1369.41319
-7.0,40,1371.792588
-7.0,40,1403.678199
-7.0,40,1406.031081
-7.0,40,1408.32085
-6.5,40,1410.676033
-7.0,40,1412.987462
-7.0,40,1415.380047
-7.5,40,1417.795536
-7.0,40,1420.19311
-7.5,40,1422.479072
-7.0,40,1424.794557
-7.0,40,1427.376467
-7.0,40,1429.952801
-7.0,40,1432.233805
-7.0,40,1434.600249
-7.0,40,1437.003675
-5.0,40,1439.25291
-7.5,40,1441.565372
-7.5,40,1444.011837
-7.5,40,1446.417543
-7.0,40,1448.817909
-7.5,40,1451.245896
-7.0,40,1453.619682
-7.5,40,1456.007766
-7.0,40,1458.301467
-7.5,40,1460.695133
-7.0,40,1498.921216
-7.5,40,1501.294395
-7.5,40,1503.640867
-7.5,40,1505.959327
-7.0,40,1508.387994
-7.5,40,1510.877369
-7.0,40,1513.391444
-7.0,40,1515.798333
-7.5,40,1518.205631
-7.5,40,1520.534243
-7.0,40,1522.910955
-7.5,40,1525.46533
-6.5,40,1527.795621
-7.0,40,1530.24361
-6.5,40,1532.76263
-7.5,40,1535.25071
-7.0,40,1537.622083
-7.0,40,1540.013276
-7.5,40,1542.469393
-7.5,40,1544.848262
-7.0,40,1547.166147
-7.0,40,1549.425267
-7.5,40,1551.783184
-7.5,40,1554.119709
-6.5,40,1556.473486
-7.0,40,1593.088266
-7.0,40,1595.377867
-7.5,40,1597.657806
-7.5,40,1600.115688
-7.0,40,1602.432899
-7.5,40,1604.926477
-7.0,40,1607.316506
-7.5,40,1609.65239
-7.0,40,1612.087893
-7.0,40,1614.546654
-7.5,40,1616.894643
-7.5,40,1619.286975
-7.0,40,1621.592167
-7.5,40,1624.038846
-7.5,40,1626.426281
-7.5,40,1628.915102
-7.0,40,1631.400788
-7.0,40,1633.845758
-7.0,40,1636.196553
-7.0,40,1638.497921
-7.0,40,1640.810475
-7.0,40,1643.331218
-7.5,40,1645.716393
-7.5,40,1647.963519
-6.5,40,1650.357267
-7.0,40,1682.168455
-7.0,40,1684.602073
-6.5,40,1686.910776
-7.0,40,1689.137434
-7.0,40,1691.464557
-7.0,40,1693.948168
-7.5,40,1696.350779
-7.5,40,1698.656264
-6.5,40,1701.054409
-6.5,40,1703.378745
-7.0,40,1705.764347
-7.0,40,1708.14388
-7.0,40,1710.414544
-7.0,40,1712.766304
-7.5,40,1715.09892
-7.0,40,1717.438076
-7.5,40,1719.855269
-6.5,40,1722.263133
-7.0,40,1724.568017
-7.0,40,1727.01767
-7.0,40,1729.348772
-6.0,40,1731.805945
-7.5,40,1734.279916
-7.0,40,1736.707886
-6.5,40,1739.123518
-7.5,40,1775.980967
-7.0,40,1778.422773
-7.5,40,1780.90577
-7.0,40,1783.195044
-7.0,40,1785.763096
-7.0,40,1788.244393
-7.0,40,1790.598202
-7.0,40,1792.963555
-7.5,40,1795.224388
-6.5,40,1797.62389
-7.5,40,1800.01049
-7.0,40,1802.37535
-7.0,40,1804.677198
-7.0,40,1807.104167
-7.0,40,1809.406146
-7.0,40,1811.896581
-7.5,40,1814.106537
-7.0,40,1816.614181
-7.0,40,1819.099502
-7.5,40,1821.596715
-7.0,40,1823.94485
-7.0,40,1826.521735
-7.0,40,1828.812631
-7.0,40,1831.294631
-6.5,40,1833.609712
-7.5,40,1870.433086
-6.5,40,1872.91121
-7.0,40,1875.27521
-7.0,40,1877.790826
-7.0,40,1880.128185
-7.0,40,1882.689166
-7.0,40,1885.066891
-7.0,40,1887.56396
-7.0,40,1890.033548
-7.0,40,1892.451886
