#{"t_start": 1757786017.9876096, "env_id": null}
r,l,t
-7.5,40,10.448532
-7.0,40,13.049973
-7.5,40,15.444267
-7.5,40,17.922954
-7.5,40,20.393547
-7.5,40,22.705381
-7.5,40,25.108665
-7.5,40,27.420013
-7.0,40,29.576882
-7.5,40,31.92793
-7.5,40,34.337012
-7.0,40,36.744152
-7.5,40,39.013445
-7.0,40,41.519431
-7.0,40,43.990052
-7.0,40,46.263327
-7.5,40,48.615045
-7.0,40,51.083123
-7.5,40,53.411699
-7.5,40,55.850042
-7.5,40,58.237579
-7.5,40,60.617392
-7.5,40,62.986358
-7.0,40,65.307359
-7.5,40,67.575887
-7.0,40,99.957581
-7.5,40,102.192383
-7.5,40,104.504853
-7.0,40,106.814639
-7.5,40,109.186094
-7.0,40,111.545042
-7.5,40,113.95239
-7.5,40,116.323036
-7.0,40,118.575093
-7.5,40,120.956919
-7.5,40,123.18049
-7.0,40,125.459537
-7.5,40,127.633869
-7.0,40,130.026704
-7.5,40,132.344038
-7.5,40,134.757887
-7.0,40,137.166918
-7.5,40,139.690731
-7.0,40,142.076903
-6.5,40,144.433666
-7.5,40,146.718784
-7.5,40,148.949445
-7.5,40,151.34556
-7.0,40,153.657173
-7.0,40,156.058671
-7.5,40,193.376605
-7.0,40,195.62494
-7.5,40,197.926973
-7.5,40,200.239562
-7.5,40,202.444761
-7.5,40,204.766754
-7.5,40,207.026392
-7.5,40,209.377953
-7.5,40,211.68577
-7.5,40,214.067473
-7.5,40,216.371091
-7.5,40,218.822639
-7.5,40,221.108291
-7.0,40,223.43437
-7.5,40,225.717524
-7.5,40,228.029313
-7.5,40,230.398514
-7.5,40,232.830664
-7.0,40,235.287959
-7.5,40,237.573073
-7.0,40,239.874334
-7.5,40,242.201713
-7.0,40,244.504307
-7.0,40,246.926402
-7.0,40,249.291207
-7.0,40,286.874186
-7.5,40,289.20213
-7.5,40,291.615175
-7.5,40,293.996224
-7.0,40,296.442492
-7.0,40,298.740639
-7.5,40,300.933749
-7.0,40,303.271582
-6.0,40,305.65092
-7.5,40,308.001889
-7.0,40,310.499205
-7.0,40,312.732655
-7.5,40,315.065086
-7.0,40,317.321316
-7.5,40,319.65651
-7.5,40,322.010185
-7.0,40,324.421297
-7.0,40,326.842813
-7.5,40,329.152415
-7.5,40,331.613899
-7.5,40,333.974074
-7.5,40,336.412879
-7.5,40,338.776821
-7.5,40,341.178218
-7.0,40,343.329854
-6.5,40,374.729029
-7.0,40,376.909272
-7.5,40,379.200365
-7.5,40,381.523657
-7.5,40,384.045804
-7.5,40,386.385617
-7.0,40,388.915696
-7.0,40,391.237366
-7.5,40,393.725514
-7.0,40,396.163264
-7.0,40,398.685178
-7.0,40,401.13634
-7.5,40,403.529311
-7.0,40,405.958435
-7.5,40,408.353712
-7.5,40,410.75149
-7.5,40,413.202454
-7.5,40,415.655118
-7.5,40,418.109499
-7.0,40,420.459012
-7.5,40,422.912857
-7.5,40,425.224539
-7.5,40,427.778378
-7.5,40,430.085185
-7.5,40,432.649523
-7.5,40,478.052012
-7.5,40,480.412527
-7.5,40,482.770175
-7.0,40,484.987633
-7.5,40,487.376616
-7.5,40,489.567763
-7.5,40,492.099977
-7.0,40,494.499953
-7.5,40,497.036207
-7.5,40,499.335382
-7.0,40,501.525916
-6.5,40,503.842057
-7.5,40,506.315049
-7.0,40,508.541642
-7.5,40,510.982456
-7.5,40,513.162012
-7.5,40,515.514613
-7.0,40,517.644984
-7.5,40,520.24848
-7.5,40,522.69525
-7.5,40,525.039497
-7.0,40,527.393089
-7.5,40,529.688778
-7.0,40,531.88788
-7.0,40,534.275994
-7.5,40,570.47934
-7.5,40,572.706358
-7.5,40,575.002791
-7.5,40,577.292952
-6.5,40,579.912513
-7.5,40,582.281783
-7.5,40,584.718462
-7.0,40,587.089569
-7.5,40,589.564854
-7.0,40,591.971413
-7.0,40,594.493003
-7.0,40,596.943702
-7.0,40,599.534329
-7.5,40,601.831789
-7.5,40,604.369575
-7.5,40,606.703813
-7.0,40,609.237811
-7.5,40,611.519549
-7.5,40,613.77075
-7.5,40,616.228958
-7.5,40,618.817485
-7.5,40,621.15458
-7.5,40,623.770578
-7.5,40,626.122827
-7.0,40,628.588037
-7.0,40,664.884047
-7.5,40,667.204337
-7.5,40,669.571145
-7.0,40,672.011158
-6.5,40,674.382808
-7.0,40,676.792006
-7.5,40,679.250729
-7.0,40,681.866833
-7.0,40,684.341666
-7.5,40,686.791036
-7.0,40,689.369441
-7.5,40,691.773717
-7.5,40,694.235376
-7.5,40,696.656384
-7.5,40,698.928257
-7.0,40,701.446257
-7.5,40,703.943149
-7.5,40,706.441117
-7.0,40,708.862048
-7.5,40,711.417565
-7.0,40,713.738526
-7.5,40,716.247075
