#{"t_start": 1757786017.337447, "env_id": null}
r,l,t
-6.5,40,11.094179
-7.5,40,13.696268
-7.0,40,16.09226
-7.0,40,18.583713
-7.0,40,21.045791
-7.5,40,23.35466
-7.0,40,25.759061
-7.5,40,28.073295
-7.5,40,30.227472
-7.5,40,32.588154
-7.5,40,34.987893
-7.5,40,37.389459
-7.5,40,39.658181
-7.0,40,42.174802
-7.5,40,44.640247
-7.5,40,46.913573
-7.0,40,49.265422
-7.0,40,51.732831
-7.5,40,54.062061
-7.5,40,56.500359
-7.0,40,58.887744
-7.0,40,61.269538
-7.5,40,63.628574
-7.5,40,65.957643
-7.5,40,68.225849
-7.5,40,100.607899
-7.5,40,102.852494
-7.5,40,105.155242
-7.5,40,107.457959
-7.5,40,109.840795
-7.5,40,112.198575
-6.5,40,114.603165
-7.5,40,116.961916
-7.0,40,119.224414
-7.5,40,121.607639
-7.5,40,123.830357
-7.5,40,126.1066
-7.5,40,128.283842
-7.5,40,130.682577
-7.0,40,132.989626
-6.5,40,135.405934
-7.5,40,137.813638
-7.0,40,140.336228
-7.5,40,142.726811
-7.5,40,145.078494
-7.0,40,147.369179
-7.5,40,149.597612
-7.5,40,151.996643
-7.0,40,154.309359
-7.5,40,156.708993
-7.5,40,194.027113
-7.5,40,196.274974
-7.5,40,198.58063
-7.5,40,200.884493
-7.5,40,203.094732
-7.0,40,205.419877
-7.5,40,207.673124
-7.5,40,210.028302
-7.5,40,212.335966
-7.5,40,214.717331
-7.5,40,217.022844
-7.5,40,219.473017
-7.5,40,221.759634
-7.5,40,224.087811
-7.5,40,226.367672
-7.5,40,228.678902
-7.5,40,231.04895
-6.5,40,233.480291
-7.0,40,235.938161
-7.5,40,238.214792
-7.5,40,240.518895
-7.5,40,242.854232
-7.5,40,245.161241
-7.5,40,247.578318
-7.5,40,249.941453
-7.5,40,287.528575
-7.5,40,289.851905
-7.5,40,292.266251
-7.0,40,294.656218
-7.0,40,297.092042
-7.5,40,299.383047
-7.5,40,301.578173
-7.5,40,303.921732
-7.5,40,306.306087
-7.0,40,308.653685
-7.5,40,311.148483
-7.5,40,313.38825
-7.5,40,315.712505
-7.5,40,317.971839
-7.0,40,320.314291
-7.5,40,322.658653
-6.5,40,325.073103
-7.0,40,327.494365
-7.5,40,329.813669
-7.0,40,332.257557
-7.0,40,334.62455
-7.5,40,337.057212
-7.5,40,339.429147
-7.5,40,341.830401
-7.0,40,343.977875
-7.0,40,375.384627
-7.5,40,377.559778
-7.0,40,379.861335
-7.0,40,382.168787
-7.5,40,384.695617
-7.5,40,387.035618
-7.5,40,389.565555
-7.5,40,391.884731
-7.5,40,394.366334
-7.0,40,396.810743
-7.5,40,399.33521
-7.5,40,401.798853
-7.5,40,404.187361
-7.0,40,406.606221
-7.5,40,409.005344
-7.5,40,411.403227
-7.5,40,413.852144
-7.5,40,416.305426
-7.0,40,418.763505
-7.5,40,421.108641
-7.5,40,423.569052
-7.0,40,425.874388
-7.5,40,428.428699
-7.5,40,430.728172
-7.0,40,433.298591
-7.5,40,478.710147
-7.0,40,481.06296
-7.5,40,483.425417
-7.5,40,485.630838
-7.0,40,488.031169
-7.5,40,490.212259
-7.5,40,492.74126
-7.5,40,495.141114
-6.5,40,497.686679
-7.5,40,499.981902
-7.5,40,502.178694
-7.5,40,504.485359
-7.5,40,506.963491
-7.0,40,509.192562
-7.5,40,511.63209
-7.0,40,513.807013
-7.5,40,516.163972
-7.5,40,518.295522
-7.0,40,520.900105
-7.0,40,523.345146
-7.0,40,525.68984
-7.0,40,528.036711
-7.5,40,530.338623
-6.5,40,532.538266
-7.5,40,534.931107
-7.5,40,571.129321
-7.5,40,573.365083
-7.5,40,575.653198
-7.5,40,577.9427
-7.5,40,580.562779
-7.5,40,582.939869
-7.5,40,585.369325
-7.0,40,587.739427
-7.0,40,590.224104
-7.5,40,592.616682
-7.5,40,595.143455
-7.5,40,597.593376
-7.5,40,600.185771
-7.0,40,602.48205
-7.5,40,605.030172
-7.5,40,607.354351
-7.0,40,609.883808
-7.0,40,612.176981
-7.5,40,614.426607
-7.0,40,616.88533
-7.5,40,619.465983
-7.5,40,621.80118
-7.5,40,624.421412
-7.5,40,626.773016
-7.5,40,629.238033
-7.5,40,665.534738
-6.0,40,667.855369
-7.0,40,670.221388
-7.5,40,672.662129
-7.0,40,675.02988
-7.0,40,677.442348
-7.0,40,679.906586
-7.5,40,682.517028
-7.5,40,684.984689
-7.0,40,687.447772
-7.5,40,690.019544
-7.5,40,692.423887
-7.5,40,694.885952
-7.5,40,697.297476
-7.5,40,699.589623
-7.5,40,702.09652
-7.0,40,704.593427
-7.5,40,707.08092
-7.5,40,709.511935
-7.5,40,712.067741
-7.5,40,714.38879
-7.5,40,716.89624
-7.5,40,719.331513
-7.0,40,721.748308
-7.5,40,724.296123
-7.5,40,755.477209
-7.5,40,757.930509
-7.0,40,760.438593
-7.5,40,762.758507
-7.5,40,765.169386
-7.5,40,767.486932
-7.5,40,769.978184
-7.5,40,772.451026
-7.0,40,774.974226
-7.5,40,777.318917
-7.5,40,779.617586
-7.0,40,782.19415
-7.5,40,784.613811
-7.5,40,787.083886
-7.0,40,789.390146
-7.5,40,791.780381
-7.5,40,794.221895
-7.5,40,796.535304
-7.0,40,799.080652
-7.5,40,801.3402
-7.5,40,803.766903
-7.5,40,806.284681
-7.5,40,808.644835
-7.5,40,810.936745
-7.5,40,813.426275
-7.0,40,858.775113
-7.5,40,861.067253
-7.5,40,863.474536
-7.0,40,865.909578
-7.5,40,868.320666
-7.5,40,870.652564
-7.5,40,873.014125
-7.5,40,875.303871
-7.5,40,877.574703
-7.5,40,880.033808
-7.0,40,882.357026
-7.5,40,884.754226
-7.5,40,887.215481
-7.5,40,889.584707
-7.5,40,891.863885
-7.5,40,894.286198
-7.5,40,896.563316
-7.5,40,898.903705
-7.0,40,901.248087
-7.5,40,903.550551
-7.5,40,906.043048
-7.5,40,908.238936
-7.5,40,910.647921
-7.0,40,912.950683
-7.5,40,915.310651
-7.5,40,951.944021
-7.5,40,954.293993
-7.5,40,956.561072
-7.5,40,959.026005
-7.5,40,961.290783
-6.5,40,963.662074
-7.0,40,965.883559
-7.0,40,968.195073
-7.5,40,970.562744
-7.5,40,972.854044
-7.5,40,975.293459
-7.5,40,977.552947
-7.5,40,979.869701
-7.5,40,982.210268
-7.0,40,984.586251
-7.5,40,986.92361
-7.5,40,989.289696
-7.5,40,991.541953
-7.5,40,993.875796
-7.5,40,996.219097
-7.0,40,998.546804
-7.0,40,1000.942883
-7.5,40,1003.20778
-7.5,40,1005.565286
-7.0,40,1007.906238
-7.5,40,1038.736942
-7.5,40,1041.117126
-7.0,40,1043.492481
-7.5,40,1045.837936
-7.5,40,1048.071673
-7.5,40,1050.471844
-7.5,40,1052.768701
-7.5,40,1055.006489
-7.5,40,1057.488484
-7.5,40,1059.853719
-7.5,40,1062.261299
-7.5,40,1064.478571
-7.0,40,1066.933661
-7.0,40,1069.34947
-7.5,40,1071.695265
-7.0,40,1074.037086
-7.0,40,1076.373281
-7.5,40,1078.784055
-7.5,40,1081.131278
-7.0,40,1083.417274
-7.5,40,1085.684884
-7.5,40,1088.164703
-7.5,40,1090.441
-7.5,40,1092.760617
-7.0,40,1095.186532
-7.0,40,1131.357544
-7.5,40,1133.651485
-7.5,40,1135.970837
-7.0,40,1138.261989
-7.5,40,1140.462225
-7.5,40,1142.671072
-7.5,40,1145.080075
-7.5,40,1147.422255
-7.5,40,1149.688147
-7.5,40,1152.097239
-7.0,40,1154.310484
-7.5,40,1156.731914
-7.0,40,1159.028508
-7.0,40,1161.385573
-7.0,40,1163.683818
-7.0,40,1166.04271
-7.5,40,1168.359376
-7.5,40,1170.736993
-6.5,40,1172.969697
-7.0,40,1175.278007
-7.5,40,1177.579491
-7.0,40,1179.846207
-7.5,40,1182.141382
-7.0,40,1184.523364
-7.5,40,1186.737695
-7.0,40,1223.800067
-7.5,40,1226.155764
-7.5,40,1228.433427
-7.5,40,1230.808101
-7.0,40,1233.096354
-7.0,40,1235.503783
-7.0,40,1237.819712
-7.0,40,1240.025888
-7.5,40,1242.379042
-7.0,40,1244.74964
-7.5,40,1247.004137
-7.0,40,1249.304306
-7.5,40,1251.594627
-7.5,40,1253.87351
-7.5,40,1256.23
-7.0,40,1258.582548
-7.5,40,1260.890871
-7.5,40,1263.219522
-7.5,40,1265.576948
-7.5,40,1267.941085
-7.5,40,1270.248665
-7.5,40,1272.568457
-7.5,40,1274.962116
-7.5,40,1277.384058
-7.5,40,1279.698379
-7.5,40,1315.933223
-7.5,40,1318.279171
-7.5,40,1320.683245
-7.0,40,1322.969131
-7.5,40,1325.400276
-7.0,40,1327.709538
-7.5,40,1329.998155
-7.5,40,1332.313559
-7.5,40,1334.706483
-7.5,40,1336.997548
-7.0,40,1339.324442
-7.5,40,1341.695402
-7.0,40,1344.045656
-7.0,40,1346.381439
-7.5,40,1348.667315
-7.5,40,1351.007406
-7.5,40,1353.419362
-7.5,40,1355.720916
-7.5,40,1358.069404
