#{"t_start": 1757786018.0137413, "env_id": null}
r,l,t
-7.0,40,10.424531
-7.5,40,13.016256
-7.5,40,15.416178
-7.5,40,17.905227
-7.5,40,20.368382
-7.5,40,22.678791
-7.0,40,25.088498
-7.5,40,27.399745
-7.5,40,29.558857
-7.5,40,31.908432
-7.0,40,34.313946
-7.5,40,36.711664
-7.0,40,38.980465
-7.5,40,41.496448
-7.5,40,43.968367
-7.5,40,46.23408
-7.5,40,48.582745
-7.5,40,51.053121
-7.0,40,53.393196
-7.5,40,55.829222
-7.5,40,58.213968
-7.5,40,60.59871
-7.0,40,62.951611
-7.5,40,65.288878
-7.5,40,67.558113
-7.5,40,99.940984
-7.0,40,102.172681
-7.5,40,104.474309
-7.5,40,106.786289
-7.5,40,109.161781
-7.5,40,111.523137
-7.5,40,113.931155
-7.0,40,116.29581
-7.5,40,118.548171
-7.5,40,120.935602
-7.5,40,123.15631
-7.5,40,125.435225
-7.5,40,127.614228
-7.0,40,130.0065
-7.5,40,132.314662
-7.0,40,134.741626
-7.5,40,137.14199
-7.5,40,139.666829
-7.5,40,142.059315
-6.5,40,144.412851
-7.5,40,146.696654
-7.5,40,148.930612
-7.5,40,151.321493
-7.5,40,153.638315
-7.0,40,156.034768
-7.0,40,193.356017
-7.0,40,195.600422
-6.5,40,197.907042
-7.5,40,200.212362
-7.0,40,202.427405
-7.5,40,204.737645
-7.5,40,206.994425
-7.0,40,209.359411
-7.5,40,211.65203
-7.5,40,214.045083
-7.5,40,216.354164
-7.5,40,218.803594
-7.5,40,221.099661
-6.5,40,223.410689
-7.5,40,225.694634
-7.0,40,228.007579
-7.5,40,230.377108
-7.0,40,232.81341
-7.5,40,235.269795
-7.5,40,237.547116
-7.5,40,239.854093
-7.5,40,242.169366
-7.0,40,244.488437
-7.0,40,246.906293
-7.0,40,249.270349
-7.5,40,286.853385
-7.0,40,289.179913
-7.5,40,291.587768
-6.0,40,293.983789
-7.5,40,296.410625
-7.5,40,298.711275
-7.5,40,300.914646
-7.0,40,303.250559
-7.5,40,305.632609
-7.5,40,307.978699
-7.5,40,310.467423
-7.5,40,312.706154
-7.5,40,315.048108
-7.0,40,317.301026
-7.5,40,319.638611
-7.5,40,321.980222
-7.5,40,324.387866
-7.0,40,326.81549
-7.5,40,329.1457
-7.0,40,331.5874
-7.0,40,333.948231
-7.5,40,336.386415
-7.5,40,338.756737
-7.5,40,341.155287
-7.5,40,343.30334
-7.0,40,374.708994
-7.5,40,376.884594
-7.0,40,379.187517
-7.0,40,381.48219
-7.0,40,384.018177
-7.0,40,386.367318
-7.0,40,388.879448
-7.5,40,391.209946
-7.0,40,393.703101
-7.5,40,396.13113
-7.5,40,398.653379
-7.0,40,401.121956
-7.0,40,403.505609
-7.0,40,405.932323
-7.5,40,408.332701
-7.5,40,410.729696
-7.5,40,413.170733
-7.0,40,415.62654
-7.5,40,418.094438
-7.5,40,420.427513
-7.0,40,422.886186
-7.5,40,425.213095
-7.5,40,427.754509
-7.0,40,430.064633
-7.5,40,432.62486
-7.5,40,478.026359
-7.5,40,480.384282
-7.5,40,482.751075
-7.5,40,484.960759
-7.5,40,487.349978
-7.0,40,489.539311
-7.5,40,492.072685
-7.5,40,494.461283
-7.0,40,497.018609
-7.5,40,499.308668
-5.5,40,501.502027
-7.5,40,503.819821
-7.5,40,506.289626
-7.0,40,508.513409
-7.5,40,510.957562
-7.5,40,513.125399
-7.5,40,515.490656
-7.0,40,517.624809
-7.5,40,520.221562
-7.0,40,522.672567
-7.5,40,525.011491
-7.5,40,527.367586
-7.5,40,529.661277
-7.0,40,531.865623
-7.0,40,534.255432
-7.0,40,570.448802
-7.5,40,572.687395
-7.5,40,574.987204
-7.5,40,577.265553
-7.5,40,579.879528
-7.5,40,582.264939
-7.5,40,584.698979
-7.0,40,587.064787
-7.0,40,589.547302
-7.0,40,591.942442
-7.5,40,594.466393
-7.5,40,596.910742
-6.5,40,599.517686
-7.5,40,601.816148
-7.0,40,604.350004
-7.0,40,606.685703
-7.5,40,609.211927
-7.5,40,611.502724
-5.0,40,613.758989
-7.5,40,616.212071
-7.5,40,618.794229
-7.5,40,621.129945
-7.5,40,623.756106
-7.0,40,626.09132
-7.5,40,628.565369
-7.5,40,664.864352
-7.0,40,667.186213
-7.5,40,669.548015
-7.5,40,671.98143
-7.0,40,674.353831
-7.0,40,676.773919
-7.0,40,679.233221
-7.0,40,681.849843
-7.5,40,684.312498
-7.5,40,686.772224
-7.0,40,689.349976
-7.0,40,691.755633
-7.0,40,694.204412
-7.5,40,696.622167
-7.5,40,698.921136
-6.5,40,701.4136
-7.0,40,703.919357
-7.5,40,706.409786
-7.5,40,708.84482
-7.5,40,711.391554
-7.0,40,713.712811
-7.5,40,716.226161
-7.5,40,718.660958
-7.5,40,721.076199
-7.5,40,723.618764
-7.5,40,754.80049
-7.5,40,757.256919
-7.5,40,759.764633
-7.5,40,762.085429
-7.0,40,764.496145
-7.0,40,766.817575
-7.5,40,769.308731
-7.5,40,771.771232
-7.5,40,774.306106
-7.0,40,776.646797
-7.5,40,778.94453
-7.0,40,781.518935
-7.0,40,783.947678
-7.0,40,786.41187
-7.0,40,788.722199
-7.5,40,791.104358
-7.5,40,793.554038
-7.0,40,795.869012
-7.5,40,798.40587
-7.5,40,800.66074
-5.5,40,803.090807
-7.5,40,805.613909
-7.0,40,807.970332
-7.5,40,810.265294
-7.0,40,812.744963
-7.5,40,858.104862
-7.0,40,860.39672
-7.5,40,862.80308
-7.5,40,865.227907
-7.5,40,867.641954
-7.0,40,869.972765
-6.5,40,872.34059
-7.0,40,874.628167
-7.5,40,876.90363
-7.5,40,879.364691
-7.5,40,881.68708
-7.0,40,884.079917
-7.0,40,886.543503
-7.5,40,888.902897
-7.5,40,891.189615
-7.5,40,893.617719
-7.5,40,895.895838
-7.5,40,898.219844
-7.5,40,900.568223
-7.5,40,902.873692
-7.0,40,905.364588
-7.5,40,907.561172
-7.0,40,909.970647
-7.5,40,912.278218
-7.5,40,914.63398
-7.0,40,951.268704
-7.5,40,953.614717
-7.5,40,955.892363
-7.5,40,958.357033
-7.5,40,960.616564
-7.5,40,962.993163
-7.5,40,965.206533
-7.5,40,967.520796
-7.5,40,969.88087
-7.0,40,972.180011
-7.5,40,974.621638
-7.0,40,976.874141
-7.0,40,979.198008
-7.5,40,981.535209
-7.0,40,983.905967
-7.5,40,986.253849
-7.5,40,988.611804
-7.5,40,990.86462
-7.5,40,993.195136
-5.5,40,995.54665
-7.5,40,997.876261
-7.5,40,1000.268812
-7.5,40,1002.534472
-7.5,40,1004.893449
-7.5,40,1007.239779
-7.5,40,1038.056303
-6.5,40,1040.43141
-7.0,40,1042.8156
-7.5,40,1045.161768
-7.5,40,1047.389233
-6.5,40,1049.78891
-7.5,40,1052.085352
-7.5,40,1054.32712
-7.5,40,1056.814103
-7.5,40,1059.174134
-7.5,40,1061.600698
-7.0,40,1063.809294
-7.5,40,1066.252417
-7.5,40,1068.667582
-7.0,40,1071.01587
-7.5,40,1073.360839
-7.5,40,1075.691327
-7.0,40,1078.10779
-7.5,40,1080.454779
-7.0,40,1082.739638
-7.5,40,1085.00187
-7.0,40,1087.482732
-7.5,40,1089.763733
-7.0,40,1092.075196
-7.5,40,1094.513294
-7.0,40,1130.685356
-7.5,40,1132.978536
-7.5,40,1135.289708
-7.5,40,1137.583766
-7.5,40,1139.787359
-7.0,40,1142.003398
-7.5,40,1144.41355
-7.5,40,1146.744734
-7.0,40,1149.015911
-7.5,40,1151.41961
-7.5,40,1153.631647
-7.0,40,1156.068899
-7.0,40,1158.345598
-7.5,40,1160.713181
-7.5,40,1163.013744
-7.5,40,1165.375998
-7.5,40,1167.670295
-7.5,40,1170.059613
-7.0,40,1172.297988
-7.5,40,1174.609378
-7.0,40,1176.896386
-7.5,40,1179.177208
-7.5,40,1181.469959
-7.5,40,1183.847692
-7.0,40,1186.06703
-7.0,40,1223.127139
-7.5,40,1225.47573
-7.5,40,1227.764899
-7.5,40,1230.128866
-7.5,40,1232.415403
-7.5,40,1234.835099
-7.5,40,1237.148326
-7.5,40,1239.361152
-7.5,40,1241.705836
-7.5,40,1244.068982
-7.0,40,1246.330682
-7.5,40,1248.621258
