#{"t_start": 1758259203.4474366, "env_id": null}
r,l,t
-5.0,40,6.206289
-5.0,40,7.100044
-5.0,40,8.059898
-4.0,40,9.009594
-4.5,40,9.893034
-4.5,40,10.778873
-4.5,40,11.629048
-5.5,40,12.588467
-5.5,40,13.489444
-5.0,40,14.520901
-5.0,40,15.464187
-4.0,40,16.414902
-5.0,40,17.374822
-4.5,40,18.322012
-4.0,40,19.216671
-5.0,40,20.110262
-5.0,40,20.983739
-4.5,40,21.860568
-5.5,40,22.683062
-5.0,40,23.537222
-4.5,40,24.338073
-5.0,40,25.135353
-5.0,40,25.912777
-4.5,40,26.835982
-4.5,40,27.744524
-4.0,40,34.295209
-4.0,40,35.17064
-4.5,40,35.98465
-4.5,40,36.852318
-4.0,40,37.678287
-4.0,40,38.53964
-5.0,40,39.372293
-5.0,40,40.280586
-4.5,40,41.229891
-5.0,40,42.217512
-4.5,40,43.149837
-4.5,40,44.052367
-5.0,40,45.056602
-5.0,40,45.930544
-5.0,40,46.842735
-5.0,40,47.681876
-4.0,40,48.585886
-5.0,40,49.445059
-5.5,40,50.27016
-4.5,40,51.110587
-5.0,40,51.962005
-5.0,40,52.836272
-5.0,40,53.728873
-5.0,40,54.758746
-5.0,40,55.804482
-5.0,40,62.250976
-5.0,40,63.119226
-5.0,40,63.909383
-5.5,40,64.860214
-2.5,40,65.723574
-4.5,40,66.609172
-5.0,40,67.520239
-5.0,40,68.462565
-5.0,40,69.329388
-5.0,40,70.231754
-5.0,40,71.133535
-5.0,40,72.094093
-5.0,40,73.031282
-5.0,40,74.005738
-4.5,40,74.852331
-4.5,40,75.708086
-4.5,40,76.535028
-4.5,40,77.345662
-4.5,40,78.15963
-5.0,40,78.961479
-5.0,40,79.826524
-5.0,40,80.696127
-5.0,40,81.655032
-5.0,40,82.540345
-5.0,40,83.48527
-5.0,40,89.863372
-4.5,40,90.677774
-4.5,40,91.525815
-5.0,40,92.331929
-4.5,40,93.153631
-5.5,40,94.052152
-4.5,40,95.043285
-4.5,40,96.045834
-4.5,40,96.934575
-5.0,40,97.967345
-5.0,40,98.878681
-4.0,40,99.767331
-5.5,40,100.719685
-5.0,40,101.653699
-4.5,40,102.491818
-5.0,40,103.384628
-5.0,40,104.308561
-5.0,40,105.166887
-5.0,40,105.987153
-4.5,40,106.851671
-5.0,40,107.70249
-5.0,40,108.533961
-5.0,40,109.397677
-3.5,40,110.406432
-4.5,40,111.400019
-4.5,40,117.714878
-5.0,40,118.546443
-5.0,40,119.374207
-5.0,40,120.192248
-5.0,40,121.196485
-5.0,40,122.11267
-4.5,40,123.021884
-4.5,40,123.934014
-5.0,40,124.883905
-4.0,40,125.816439
-5.0,40,126.617304
-4.5,40,127.48415
-4.5,40,128.502074
-5.0,40,129.425847
-4.5,40,130.31562
-4.5,40,131.147172
-5.0,40,132.003096
-4.5,40,132.850815
-4.5,40,133.79562
-5.5,40,134.661547
-4.0,40,135.520594
-5.0,40,136.390152
-5.0,40,137.348702
-5.0,40,138.288541
-4.0,40,139.204607
-5.0,40,145.538188
-4.0,40,146.361482
-5.0,40,147.257364
-5.0,40,148.158607
-5.0,40,149.094943
-4.0,40,150.063593
-4.5,40,150.867909
-5.0,40,151.786899
-4.5,40,152.691321
-5.0,40,153.605169
-5.0,40,154.494707
-5.0,40,155.390895
-5.0,40,156.2598
-5.0,40,157.14984
-5.0,40,158.021122
-5.0,40,158.847136
-4.5,40,159.659864
-5.0,40,160.430363
-4.0,40,161.255919
-5.0,40,162.097218
-4.5,40,162.949183
-5.0,40,163.814306
-5.5,40,164.749288
