#{"t_start": 1757786017.931321, "env_id": null}
r,l,t
-7.5,40,10.50029
-7.0,40,13.096937
-7.5,40,15.498388
-7.0,40,17.987246
-7.0,40,20.455627
-7.0,40,22.759244
-7.5,40,25.160429
-7.5,40,27.4796
-7.0,40,29.632919
-7.5,40,31.989232
-7.5,40,34.403948
-7.5,40,36.802609
-7.5,40,39.064427
-7.5,40,41.581035
-7.5,40,44.0489
-7.5,40,46.316444
-7.0,40,48.663427
-7.5,40,51.133625
-7.5,40,53.47185
-7.5,40,55.911116
-7.5,40,58.288224
-7.5,40,60.675492
-7.5,40,63.035347
-7.5,40,65.364941
-7.0,40,67.627011
-7.5,40,100.015966
-7.0,40,102.265733
-7.0,40,104.56249
-6.5,40,106.869237
-7.5,40,109.237047
-7.0,40,111.60261
-7.5,40,114.01201
-7.5,40,116.372948
-7.0,40,118.624917
-7.5,40,121.026173
-7.5,40,123.23104
-7.5,40,125.516011
-7.0,40,127.69953
-7.5,40,130.078749
-7.0,40,132.391114
-7.0,40,134.815011
-7.0,40,137.218677
-7.0,40,139.736333
-7.5,40,142.135473
-7.0,40,144.486794
-7.5,40,146.781993
-7.0,40,149.007959
-7.5,40,151.397589
-7.0,40,153.710357
-7.5,40,156.119144
-7.5,40,193.428941
-7.0,40,195.675842
-7.0,40,197.984937
-7.0,40,200.282346
-7.5,40,202.49777
-7.5,40,204.821202
-7.0,40,207.073971
-7.5,40,209.444206
-7.0,40,211.746518
-7.5,40,214.119
-7.0,40,216.420976
-7.5,40,218.881531
-7.5,40,221.174102
-7.5,40,223.491101
-7.5,40,225.768714
-7.5,40,228.082601
-7.5,40,230.451658
-7.5,40,232.892574
-7.5,40,235.35036
-7.5,40,237.612809
-7.0,40,239.929052
-7.5,40,242.25341
-7.5,40,244.56084
-7.5,40,246.986199
-7.5,40,249.355726
-7.5,40,286.928844
-7.0,40,289.259567
-7.5,40,291.66978
-7.5,40,294.066503
-7.5,40,296.492816
-7.0,40,298.785499
-7.5,40,300.994031
-7.5,40,303.322948
-7.0,40,305.718341
-7.5,40,308.064335
-7.0,40,310.559017
-7.5,40,312.801829
-7.5,40,315.129783
-7.5,40,317.384567
-7.0,40,319.71336
-7.5,40,322.072009
-7.5,40,324.472908
-7.0,40,326.902939
-7.5,40,329.209577
-7.5,40,331.669708
