#{"t_start": 1757786018.034335, "env_id": null}
r,l,t
-7.0,40,10.401362
-7.5,40,12.999712
-7.0,40,15.39253
-7.5,40,17.886803
-7.0,40,20.350811
-7.0,40,22.659027
-7.5,40,25.061918
-7.0,40,27.380584
-7.0,40,29.530425
-7.0,40,31.881332
-7.0,40,34.299721
-7.5,40,36.691428
-7.5,40,38.962456
-7.0,40,41.48265
-7.5,40,43.94479
-7.5,40,46.216949
-7.5,40,48.559
-7.5,40,51.035837
-7.5,40,53.364926
-6.5,40,55.803342
-7.5,40,58.190725
-7.5,40,60.572628
-7.5,40,62.924747
-7.5,40,65.260673
-7.0,40,67.528922
-7.5,40,99.910753
-7.5,40,102.151699
-7.5,40,104.458332
-7.5,40,106.765062
-7.5,40,109.139464
-7.5,40,111.502083
-7.0,40,113.90615
-7.5,40,116.273346
-7.5,40,118.52736
-7.5,40,120.90988
-7.5,40,123.133887
-7.0,40,125.412762
-6.5,40,127.586666
-7.0,40,129.987252
-7.5,40,132.301048
-7.0,40,134.712907
-7.5,40,137.119318
-7.5,40,139.638084
-7.5,40,142.028361
-7.5,40,144.386931
-7.5,40,146.672448
-7.0,40,148.900671
-7.5,40,151.299392
-7.5,40,153.61098
-7.5,40,156.013642
-7.5,40,193.330624
-7.5,40,195.582174
-7.5,40,197.879806
-7.5,40,200.193012
-7.5,40,202.398131
-7.5,40,204.723767
-7.5,40,206.977301
-7.5,40,209.331631
-7.5,40,211.637433
-7.5,40,214.023708
-7.5,40,216.333505
-7.0,40,218.781363
-7.5,40,221.070594
-7.5,40,223.389047
-7.5,40,225.670511
-7.0,40,227.981038
-7.5,40,230.351768
-7.5,40,232.78326
-7.5,40,235.242061
-7.5,40,237.512997
-7.5,40,239.821884
-7.5,40,242.157162
-7.5,40,244.464409
-7.0,40,246.879677
-7.5,40,249.251446
-7.5,40,286.827194
-7.5,40,289.15337
-7.5,40,291.569133
-7.5,40,293.959311
-7.0,40,296.393787
-7.5,40,298.68639
-7.0,40,300.887037
-7.0,40,303.224574
-7.5,40,305.606106
-7.0,40,307.957286
-7.5,40,310.452351
-7.5,40,312.688134
-7.5,40,315.018406
-7.5,40,317.269474
-7.5,40,319.614985
-7.0,40,321.963846
-7.5,40,324.374354
-7.5,40,326.793942
-7.5,40,329.116845
-7.0,40,331.560108
-7.5,40,333.92747
-7.0,40,336.36809
-7.5,40,338.730252
-7.5,40,341.135421
-7.0,40,343.283667
-7.0,40,374.694888
-7.5,40,376.865598
-7.5,40,379.16466
-7.0,40,381.471938
-7.5,40,383.995123
-7.5,40,386.343081
-7.5,40,388.868371
-7.5,40,391.187714
-7.5,40,393.678831
-7.0,40,396.108085
-7.0,40,398.638435
-7.0,40,401.089945
-6.5,40,403.490559
-7.0,40,405.90944
-7.5,40,408.306671
-7.5,40,410.706222
-7.5,40,413.155594
-7.5,40,415.608533
-7.0,40,418.067719
-7.5,40,420.412247
-7.0,40,422.859313
-7.5,40,425.182842
-7.0,40,427.731741
-7.0,40,430.038562
-6.5,40,432.594265
-7.5,40,477.994218
-7.5,40,480.366308
-7.5,40,482.724977
-7.5,40,484.935586
-7.5,40,487.331335
-7.5,40,489.520919
-7.0,40,492.044003
-7.5,40,494.444215
-7.0,40,496.989443
-7.5,40,499.279825
-7.5,40,501.474465
-6.5,40,503.790741
-7.5,40,506.266476
-7.0,40,508.494434
-7.5,40,510.935621
-7.5,40,513.110435
-7.5,40,515.467938
-7.5,40,517.598225
-7.5,40,520.201228
-7.5,40,522.647597
-7.5,40,524.992966
-7.0,40,527.345057
-7.5,40,529.63948
-7.5,40,531.838234
-7.0,40,534.227782
-7.5,40,570.427241
-7.5,40,572.666873
-7.5,40,574.949662
-7.5,40,577.245976
-7.5,40,579.866452
-7.5,40,582.232258
-7.5,40,584.668675
-7.5,40,587.047773
-7.5,40,589.520544
-6.5,40,591.918071
-7.5,40,594.446223
-7.0,40,596.895849
-7.5,40,599.490296
-7.5,40,601.789828
-7.5,40,604.312804
-7.5,40,606.658031
-7.5,40,609.181486
-7.5,40,611.480503
-7.5,40,613.735024
-7.0,40,616.190395
-7.5,40,618.771414
-7.5,40,621.104316
-7.5,40,623.731921
-7.5,40,626.076833
-7.5,40,628.54125
-7.5,40,664.842097
-7.5,40,667.158175
-7.5,40,669.524397
-7.5,40,671.964702
-7.5,40,674.332659
-7.0,40,676.745707
-7.0,40,679.208282
-7.5,40,681.829563
-7.5,40,684.287516
-7.5,40,686.750518
-7.5,40,689.324527
-7.5,40,691.733096
-7.0,40,694.184032
-7.0,40,696.605151
-7.0,40,698.892795
-7.5,40,701.398831
-7.5,40,703.903641
-7.5,40,706.389951
-7.5,40,708.812847
-7.5,40,711.370527
-7.5,40,713.690834
-7.5,40,716.199884
-7.5,40,718.634631
-7.5,40,721.045078
-7.5,40,723.599285
-7.5,40,754.767651
-7.0,40,757.239695
-7.0,40,759.741612
-7.5,40,762.063238
-7.5,40,764.473379
-7.5,40,766.792557
-7.5,40,769.283575
-7.5,40,771.754216
-7.0,40,774.282892
-7.5,40,776.622387
-7.0,40,778.92045
-7.0,40,781.499724
-7.0,40,783.917473
-7.5,40,786.396661
-7.5,40,788.693178
-7.5,40,791.086281
-7.5,40,793.529882
-7.5,40,795.85566
-7.5,40,798.380479
-7.0,40,800.643183
-7.5,40,803.070034
-7.5,40,805.587821
-7.0,40,807.943273
-7.5,40,810.239992
-7.5,40,812.728599
-7.0,40,858.078324
-7.5,40,860.37096
-7.0,40,862.777657
-7.5,40,865.212407
-7.5,40,867.623551
-7.0,40,869.95459
-7.5,40,872.317638
-7.5,40,874.604625
-7.5,40,876.875139
-7.5,40,879.338533
-7.0,40,881.668143
-7.0,40,884.058226
-7.5,40,886.518787
-7.5,40,888.879032
-7.5,40,891.164886
-7.5,40,893.589346
-7.5,40,895.874105
-7.0,40,898.202485
-7.5,40,900.55161
-6.0,40,902.851499
-7.5,40,905.345999
-7.5,40,907.541454
-7.5,40,909.950837
-7.0,40,912.253608
-7.5,40,914.61374
-7.5,40,951.247469
-7.5,40,953.597003
-7.5,40,955.864428
-7.0,40,958.338437
-7.5,40,960.599832
-7.0,40,962.974446
-7.5,40,965.186528
-7.0,40,967.498629
-7.5,40,969.865213
-7.5,40,972.157192
-7.5,40,974.59641
-7.0,40,976.855983
-7.0,40,979.1748
-7.0,40,981.51556
-7.5,40,983.892201
-7.5,40,986.216614
-7.5,40,988.587685
-7.0,40,990.836939
-7.0,40,993.172173
-7.5,40,995.522302
-7.0,40,997.855225
-7.5,40,1000.245353
-7.5,40,1002.510576
-7.5,40,1004.868842
-7.5,40,1007.214766
-7.5,40,1038.039958
-7.5,40,1040.418129
-7.0,40,1042.796017
-7.5,40,1045.141139
-7.5,40,1047.3745
