#{"t_start": 1757786017.8839316, "env_id": null}
r,l,t
-7.5,40,10.551706
-7.5,40,13.150744
-7.5,40,15.542262
-7.5,40,18.028392
-7.5,40,20.502479
-7.0,40,22.810157
-7.5,40,25.221927
-7.5,40,27.520157
-7.5,40,29.681671
-7.5,40,32.033628
-7.5,40,34.432253
-7.0,40,36.845286
-7.0,40,39.111809
-7.5,40,41.624321
-7.5,40,44.092104
-7.5,40,46.369211
-7.0,40,48.709888
-7.0,40,51.183598
-7.5,40,53.518281
-7.0,40,55.946133
-7.5,40,58.349788
-7.5,40,60.717069
-7.0,40,63.082473
-7.5,40,65.41562
-7.0,40,67.679199
-7.0,40,100.056165
-7.0,40,102.297442
-7.0,40,104.613502
-7.0,40,106.915165
-7.5,40,109.289919
-7.5,40,111.66184
-7.5,40,114.057283
-7.5,40,116.424896
-7.5,40,118.672691
-7.0,40,121.065755
-7.0,40,123.284169
-7.5,40,125.567261
-7.5,40,127.746151
-7.5,40,130.141056
-7.5,40,132.434288
-7.5,40,134.869609
-7.0,40,137.280638
-7.5,40,139.782842
-7.5,40,142.182366
-7.5,40,144.537618
-7.0,40,146.823117
-7.5,40,149.057875
-7.0,40,151.449947
-7.5,40,153.762742
-7.5,40,156.164015
-6.5,40,193.489905
-7.5,40,195.722704
-7.0,40,198.032439
-7.5,40,200.343235
-7.5,40,202.541062
-7.5,40,204.865402
-7.0,40,207.130665
-7.0,40,209.482079
-7.0,40,211.792647
-7.5,40,214.176398
-7.0,40,216.469221
-7.5,40,218.918518
-7.0,40,221.218825
-7.5,40,223.543207
-7.0,40,225.816483
-7.0,40,228.132254
-7.0,40,230.496831
-7.5,40,232.925636
-7.0,40,235.392048
-7.5,40,237.669617
-7.0,40,239.965305
-7.5,40,242.304616
-7.0,40,244.611953
-6.5,40,247.030137
-7.5,40,249.400617
-7.5,40,286.975915
-7.0,40,289.295699
-7.5,40,291.720115
-7.0,40,294.109751
-7.5,40,296.538684
-7.0,40,298.836741
-6.5,40,301.037696
-7.5,40,303.371706
-7.5,40,305.745775
-7.5,40,308.098706
-6.5,40,310.596635
-7.5,40,312.847534
-7.5,40,315.168491
-7.0,40,317.428329
-7.0,40,319.760627
-7.5,40,322.114823
-7.5,40,324.517125
-7.5,40,326.947179
-7.0,40,329.260524
-7.5,40,331.714429
-7.5,40,334.071489
-7.5,40,336.514532
-7.5,40,338.877425
-7.5,40,341.288373
-7.5,40,343.437159
-7.5,40,374.838024
-7.0,40,377.019561
-7.5,40,379.309339
-7.5,40,381.619095
-7.5,40,384.151742
