#{"t_start": 1757786018.2746475, "env_id": null}
r,l,t
-7.0,40,10.160732
-7.0,40,12.763343
-7.5,40,15.152223
-7.5,40,17.646773
-7.5,40,20.111997
-7.5,40,22.41847
-7.5,40,24.821284
-7.0,40,27.136001
-7.5,40,29.290232
-7.5,40,31.649051
-7.5,40,34.050466
-7.5,40,36.452566
-7.0,40,38.722027
-7.0,40,41.242176
-7.5,40,43.700348
-7.5,40,45.975726
-7.5,40,48.328298
-7.5,40,50.795603
-7.0,40,53.124958
-7.0,40,55.563069
-7.5,40,57.950514
-7.5,40,60.332226
-7.0,40,62.689277
-7.5,40,65.011919
-7.5,40,67.289284
-7.0,40,99.670884
-7.5,40,101.911331
-7.5,40,104.217719
-7.5,40,106.530168
-7.0,40,108.899334
-7.0,40,111.261196
-7.5,40,113.660036
-7.5,40,116.033244
-7.5,40,118.287009
-7.0,40,120.669448
-7.5,40,122.89349
-7.5,40,125.170435
-7.5,40,127.347319
-7.5,40,129.740096
-7.0,40,132.062011
-7.0,40,134.470785
-7.5,40,136.880581
-7.5,40,139.39791
-7.5,40,141.789004
-7.0,40,144.14769
-7.5,40,146.432112
-7.0,40,148.668561
-7.5,40,151.059049
-7.5,40,153.37058
-7.5,40,155.773368
-7.0,40,193.089959
-7.5,40,195.332329
-7.5,40,197.641411
-7.5,40,199.947106
-7.0,40,202.157321
-7.5,40,204.479941
-6.5,40,206.736652
-7.5,40,209.090952
-7.5,40,211.398671
-7.0,40,213.780847
-7.5,40,216.084366
-7.5,40,218.535746
-7.0,40,220.821488
-7.5,40,223.141322
-6.5,40,225.430152
-7.5,40,227.74083
-7.0,40,230.111364
-7.5,40,232.548668
-7.0,40,235.001084
-7.0,40,237.277694
-7.0,40,239.582615
-7.5,40,241.913405
-7.5,40,244.224085
-7.5,40,246.639309
-7.5,40,249.016804
-7.0,40,286.576737
-7.0,40,288.914926
-7.5,40,291.327924
-7.5,40,293.718634
-7.0,40,296.153128
-7.5,40,298.446035
-7.0,40,300.646795
-7.5,40,302.984949
-7.0,40,305.363882
-7.5,40,307.716055
-7.5,40,310.211985
-7.0,40,312.448216
-7.5,40,314.782312
-7.0,40,317.034493
-7.5,40,319.376106
-7.5,40,321.725884
-7.5,40,324.13393
-7.5,40,326.552459
-7.5,40,328.876497
-7.5,40,331.330031
-7.0,40,333.686846
-7.0,40,336.125862
-7.0,40,338.48966
-7.5,40,340.892565
-7.5,40,343.043054
-7.5,40,374.445743
-7.5,40,376.625759
-7.0,40,378.924054
-7.0,40,381.232603
-7.0,40,383.758813
-7.0,40,386.098001
-7.0,40,388.62827
-7.5,40,390.95052
-7.0,40,393.440725
-7.5,40,395.8678
-7.5,40,398.397866
-7.5,40,400.859375
-5.5,40,403.248871
-7.0,40,405.668908
-7.5,40,408.066884
-7.0,40,410.465617
-7.5,40,412.915015
-7.0,40,415.368055
-7.5,40,417.828353
-7.5,40,420.170981
-7.5,40,422.618118
-7.0,40,424.937522
-7.0,40,427.491287
-7.5,40,429.793387
-5.5,40,432.358744
-7.0,40,477.763911
-7.5,40,480.125344
-7.0,40,482.489639
-7.5,40,484.695293
-7.5,40,487.093341
-7.0,40,489.275304
-7.5,40,491.803781
-7.5,40,494.202904
-7.5,40,496.749269
-7.5,40,499.044108
-7.5,40,501.241745
-7.5,40,503.554126
-7.5,40,506.025653
-7.5,40,508.250831
-7.5,40,510.692161
-7.5,40,512.869766
-7.5,40,515.226849
-7.5,40,517.357874
-7.0,40,519.962126
-7.5,40,522.407081
-7.5,40,524.75204
-7.0,40,527.104942
-7.5,40,529.401908
