#{"t_start": 1757786017.8440235, "env_id": null}
r,l,t
-5.5,40,10.596936
-7.5,40,13.196344
-7.0,40,15.587853
-7.0,40,18.075044
-7.5,40,20.543513
-7.5,40,22.844444
-7.5,40,25.247886
-7.5,40,27.576497
-7.5,40,29.728086
-7.5,40,32.07622
-7.5,40,34.480353
-7.0,40,36.888759
-7.5,40,39.154595
-7.0,40,41.666236
-7.5,40,44.136094
-7.0,40,46.40122
-7.5,40,48.751244
-7.0,40,51.222818
-7.5,40,53.558416
-7.0,40,55.998494
-7.0,40,58.385391
-7.0,40,60.757731
-7.5,40,63.121004
-7.5,40,65.448128
-7.5,40,67.722024
-7.5,40,100.098803
-7.5,40,102.348155
-7.5,40,104.653423
-7.0,40,106.955945
-7.0,40,109.331368
-7.5,40,111.691185
-7.5,40,114.093217
-7.5,40,116.462679
-7.5,40,118.714251
-7.5,40,121.109183
-7.0,40,123.328436
-7.5,40,125.601452
-7.5,40,127.776313
-7.0,40,130.166367
-7.0,40,132.492907
-7.0,40,134.903204
-7.5,40,137.315788
-7.5,40,139.83535
-7.0,40,142.223208
-7.5,40,144.584231
-7.5,40,146.86598
-7.5,40,149.089037
-7.5,40,151.488354
-7.5,40,153.805534
-7.5,40,156.202099
-7.0,40,193.518127
-7.0,40,195.763623
-7.5,40,198.062142
-7.5,40,200.37137
-7.0,40,202.590485
-7.5,40,204.907279
-7.5,40,207.169787
-7.5,40,209.522338
-7.5,40,211.836567
-7.5,40,214.205096
-7.0,40,216.511168
-7.5,40,218.970302
-7.0,40,221.259158
-7.5,40,223.573225
-7.0,40,225.863998
-7.5,40,228.174292
-7.5,40,230.543361
-7.0,40,232.980893
-7.0,40,235.43883
-7.5,40,237.704952
-7.5,40,240.011146
-7.5,40,242.346767
-7.5,40,244.648361
-7.5,40,247.072426
-7.5,40,249.442298
-7.5,40,287.022468
-7.5,40,289.340165
-7.5,40,291.75739
-7.5,40,294.153061
-7.5,40,296.58503
-7.0,40,298.875254
-7.0,40,301.079853
-7.5,40,303.41425
-7.5,40,305.799773
-7.5,40,308.150847
-7.5,40,310.643088
-7.5,40,312.8841
-7.5,40,315.221075
-7.0,40,317.468675
-7.5,40,319.808157
-7.5,40,322.155763
-7.5,40,324.566471
-7.5,40,326.992277
-7.0,40,329.305111
-7.5,40,331.759205
-7.0,40,334.114658
-7.5,40,336.554659
-7.5,40,338.92828
-7.5,40,341.327719
-7.5,40,343.478218
-7.0,40,374.874338
-7.0,40,377.064001
-7.5,40,379.35656
-7.5,40,381.666066
-7.5,40,384.185218
-7.5,40,386.534463
-7.5,40,389.053112
-7.0,40,391.388724
-7.5,40,393.872143
-7.5,40,396.305047
-7.0,40,398.822324
-7.5,40,401.291911
-7.5,40,403.675544
-7.5,40,406.101929
-7.5,40,408.500123
-7.5,40,410.906477
-7.0,40,413.334144
-7.5,40,415.800893
-7.5,40,418.274032
-7.5,40,420.597411
-7.5,40,423.05614
-7.5,40,425.377271
-7.5,40,427.928914
-7.5,40,430.2372
-7.0,40,432.794755
-7.0,40,478.197088
-7.5,40,480.562067
-7.5,40,482.923876
-7.5,40,485.13064
-7.5,40,487.525215
-7.5,40,489.716678
-7.0,40,492.237979
-7.0,40,494.633509
-7.0,40,497.179409
-7.5,40,499.484277
-7.5,40,501.680451
-7.5,40,503.988988
-7.5,40,506.460826
-7.5,40,508.691285
-7.5,40,511.135592
-7.5,40,513.299449
-7.5,40,515.665243
-7.5,40,517.794515
-7.5,40,520.392267
-7.5,40,522.833753
-7.5,40,525.183229
-7.5,40,527.537127
-7.5,40,529.832479
-7.5,40,532.028409
-7.5,40,534.417192
-7.5,40,570.624014
-7.5,40,572.859783
-7.5,40,575.149627
-7.5,40,577.432137
-7.0,40,580.050034
-7.5,40,582.436348
-7.5,40,584.859138
-7.0,40,587.232403
-7.5,40,589.718035
-7.5,40,592.108109
-7.5,40,594.633189
-7.0,40,597.08482
-7.5,40,599.686424
-7.5,40,601.982399
-7.5,40,604.523115
-7.5,40,606.850939
-7.0,40,609.378154
-7.5,40,611.681427
-7.5,40,613.926276
-7.0,40,616.376028
-7.5,40,618.966047
-7.0,40,621.293252
-7.5,40,623.924506
-7.0,40,626.273718
-7.5,40,628.724493
-7.0,40,665.034405
-7.0,40,667.356276
-7.0,40,669.723596
-7.5,40,672.151263
-7.0,40,674.517999
-7.5,40,676.940508
-7.5,40,679.400438
-7.5,40,682.020878
-7.5,40,684.482728
-7.0,40,686.937428
-7.0,40,689.511302
-7.5,40,691.92741
-7.5,40,694.382488
-7.5,40,696.791992
-7.0,40,699.086072
-7.0,40,701.583443
-7.0,40,704.095911
-7.5,40,706.57501
-7.5,40,709.008615
-7.5,40,711.558183
-7.5,40,713.879241
-7.0,40,716.39373
-7.5,40,718.837365
-7.5,40,721.241081
-7.0,40,723.787114
-7.0,40,754.969067
-7.5,40,757.429404
-7.5,40,759.932604
-7.5,40,762.25114
-7.5,40,764.668707
-7.0,40,766.981804
-7.5,40,769.476309
-7.0,40,771.941299
-7.5,40,774.473705
-7.5,40,776.816359
-7.0,40,779.114567
-7.5,40,781.689974
-7.5,40,784.112305
-7.5,40,786.583344
-7.5,40,788.886042
-7.0,40,791.276417
-7.5,40,793.709127
-7.5,40,796.02763
-7.0,40,798.568195
-7.0,40,800.830212
-7.5,40,803.256251
-7.0,40,805.786899
-7.0,40,808.131645
-7.5,40,810.438352
-7.5,40,812.913645
-7.5,40,858.277069
-7.5,40,860.569956
-7.5,40,862.975659
-7.5,40,865.397761
-7.5,40,867.811754
-7.5,40,870.152593
-7.0,40,872.5165
-7.5,40,874.80172
-7.0,40,877.071625
-7.5,40,879.5303
-7.5,40,881.857692
-7.5,40,884.249684
-7.5,40,886.705196
-7.5,40,889.073676
-7.5,40,891.362651
-7.0,40,893.787235
-7.5,40,896.064514
-7.0,40,898.399152
-7.5,40,900.746219
-7.5,40,903.042518
-7.5,40,905.540585
-7.5,40,907.734117
-7.5,40,910.145416
-7.0,40,912.448016
-7.5,40,914.815401
-7.5,40,951.441011
-7.5,40,953.787641
-7.5,40,956.063148
-7.5,40,958.520522
-7.0,40,960.785168
-7.5,40,963.160223
-7.5,40,965.386057
-7.5,40,967.692123
-7.0,40,970.050369
-7.5,40,972.35497
-7.0,40,974.794933
-7.5,40,977.044052
-7.5,40,979.368647
-7.5,40,981.710744
-7.0,40,984.082672
-7.0,40,986.425507
-7.5,40,988.782928
-7.5,40,991.035343
-7.0,40,993.363797
-7.5,40,995.706509
-7.5,40,998.037625
-7.0,40,1000.438656
-7.0,40,1002.704059
-7.5,40,1005.064052
-7.0,40,1007.400729
-7.5,40,1038.226103
-7.5,40,1040.599867
-7.5,40,1042.98709
-7.0,40,1045.324606
-7.5,40,1047.559214
-7.0,40,1049.958661
-7.5,40,1052.256793
-7.5,40,1054.495515
-7.5,40,1056.985426
-7.5,40,1059.342111
-6.5,40,1061.766724
-7.5,40,1063.983633
-7.5,40,1066.422527
-7.0,40,1068.837453
-7.5,40,1071.18217
-7.5,40,1073.533643
-7.5,40,1075.861234
-7.5,40,1078.272192
-7.5,40,1080.621527
-7.5,40,1082.912548
-7.0,40,1085.171802
-7.5,40,1087.653803
-7.5,40,1089.937126
-7.0,40,1092.251632
-7.0,40,1094.683991
-7.5,40,1130.863847
-7.5,40,1133.146535
-7.5,40,1135.449844
-7.0,40,1137.757906
-7.5,40,1139.959796
-7.0,40,1142.17298
-7.5,40,1144.574202
-7.5,40,1146.920937
-7.5,40,1149.189533
-7.0,40,1151.586259
-7.5,40,1153.803695
-7.0,40,1156.234039
-6.5,40,1158.51545
-7.0,40,1160.886696
-7.5,40,1163.181929
-7.5,40,1165.548063
-7.0,40,1167.843621
-7.5,40,1170.22879
-7.5,40,1172.465906
-7.0,40,1174.778397
-7.0,40,1177.06616
-7.5,40,1179.346334
-7.5,40,1181.638649
-7.0,40,1184.02298
-7.5,40,1186.227325
-7.5,40,1223.303612
-7.0,40,1225.652325
-7.0,40,1227.93854
-7.5,40,1230.298874
-7.5,40,1232.592941
-7.5,40,1235.00421
-7.5,40,1237.311529
-7.0,40,1239.526469
-7.5,40,1241.87724
-7.5,40,1244.237968
-7.5,40,1246.497509
-7.5,40,1248.800116
-7.5,40,1251.093315
-7.0,40,1253.376192
-7.0,40,1255.72254
-7.5,40,1258.080987
-7.5,40,1260.385687
-7.5,40,1262.715507
-7.5,40,1265.058789
-7.5,40,1267.441099
-7.5,40,1269.740917
-7.5,40,1272.069127
-7.0,40,1274.451154
-7.0,40,1276.877851
-7.5,40,1279.192759
-7.5,40,1315.427917
-7.5,40,1317.778145
-7.5,40,1320.18011
-7.0,40,1322.468013
-7.0,40,1324.902504
-7.5,40,1327.206036
-7.5,40,1329.48836
-7.5,40,1331.805111
-7.5,40,1334.202488
-7.0,40,1336.489907
-7.5,40,1338.820834
-7.0,40,1341.205982
-7.5,40,1343.547169
-7.5,40,1345.876562
-7.0,40,1348.166982
-7.0,40,1350.506425
-7.5,40,1352.913048
-7.5,40,1355.220513
-7.5,40,1357.557603
-7.5,40,1359.82055
-7.5,40,1362.099895
-7.5,40,1364.370244
-7.5,40,1366.74115
-7.5,40,1369.175386
-7.0,40,1371.55286
-7.0,40,1403.439557
-6.5,40,1405.793806
-7.0,40,1408.075759
-7.5,40,1410.433774
-7.5,40,1412.747358
-7.5,40,1415.134877
-7.5,40,1417.561358
-7.0,40,1419.953975
-7.0,40,1422.236336
-7.0,40,1424.552725
-7.0,40,1427.138448
-6.5,40,1429.718083
-7.5,40,1431.996101
-7.0,40,1434.364383
-7.5,40,1436.771892
-7.5,40,1439.009424
-7.5,40,1441.326306
-7.0,40,1443.777953
-7.0,40,1446.169793
-7.0,40,1448.583441
-6.5,40,1451.004367
-6.5,40,1453.372128
-7.0,40,1455.764088
-7.0,40,1458.060646
-7.5,40,1460.459598
-7.0,40,1498.682601
-7.0,40,1501.060272
-7.5,40,1503.401272
-7.5,40,1505.715649
-7.0,40,1508.136309
-6.5,40,1510.630021
-7.5,40,1513.152827
-7.0,40,1515.564952
-7.0,40,1517.969692
-7.0,40,1520.299239
-7.5,40,1522.67322
-7.0,40,1525.222894
-7.0,40,1527.54435
-7.0,40,1530.00849
-7.5,40,1532.512316
-7.0,40,1535.012768
-7.0,40,1537.372997
-7.0,40,1539.779516
-6.5,40,1542.224352
-7.0,40,1544.603804
-7.5,40,1546.932804
-7.0,40,1549.187803
-7.0,40,1551.542835
-7.5,40,1553.881233
-7.5,40,1556.226148
-7.5,40,1592.850043
-7.5,40,1595.14072
-7.5,40,1597.41731
-7.0,40,1599.872861
-7.0,40,1602.181371
-7.0,40,1604.685459
-7.5,40,1607.072183
-7.5,40,1609.420614
-7.0,40,1611.849228
-7.0,40,1614.303089
-7.0,40,1616.659583
-7.0,40,1619.037
-7.0,40,1621.348945
-7.5,40,1623.800219
-7.0,40,1626.186359
-7.0,40,1628.668033
-7.0,40,1631.15853
-7.0,40,1633.604678
-7.0,40,1635.957233
-7.0,40,1638.258564
-7.0,40,1640.564359
-7.5,40,1643.078562
-7.0,40,1645.471949
-7.0,40,1647.715781
-7.5,40,1650.110102
-6.5,40,1681.920739
-7.0,40,1684.358063
-6.5,40,1686.665754
-7.5,40,1688.903084
-7.0,40,1691.226256
-7.0,40,1693.710166
-7.0,40,1696.112305
-7.0,40,1698.429454
-7.0,40,1700.820387
-7.0,40,1703.136999
-7.0,40,1705.528337
-7.0,40,1707.906149
-7.0,40,1710.173277
-7.0,40,1712.512792
-7.0,40,1714.859154
-7.0,40,1717.196094
-7.5,40,1719.608469
-7.5,40,1722.030965
-7.5,40,1724.332788
-7.0,40,1726.774107
-7.5,40,1729.108669
-7.0,40,1731.571452
-6.5,40,1734.040602
-7.0,40,1736.47493
-6.0,40,1738.883708
-7.0,40,1775.743968
-6.5,40,1778.184838
-7.0,40,1780.665672
-7.0,40,1782.957674
-7.5,40,1785.523153
-7.0,40,1787.995392
-7.5,40,1790.359137
-7.5,40,1792.713031
-7.0,40,1794.979485
-7.0,40,1797.381266
-7.0,40,1799.763116
-7.0,40,1802.144952
-6.5,40,1804.440424
-7.0,40,1806.866213
-7.0,40,1809.175442
-7.0,40,1811.661448
-7.0,40,1813.867682
-7.5,40,1816.366067
-7.0,40,1818.865656
-7.0,40,1821.347058
-7.0,40,1823.712443
-6.0,40,1826.283484
-6.5,40,1828.568154
-6.0,40,1831.060126
-7.5,40,1833.36941
-7.0,40,1870.194734
-7.0,40,1872.67784
-7.0,40,1875.037468
-7.0,40,1877.548685
-5.0,40,1879.889859
-7.0,40,1882.447327
-7.0,40,1884.823894
-7.0,40,1887.320484
-7.0,40,1889.787912
-7.0,40,1892.204551
-7.0,40,1894.71397
-7.0,40,1897.062351
-7.0,40,1899.515332
-7.0,40,1901.9883
-6.5,40,1904.375663
-7.0,40,1906.886229
-7.0,40,1909.230886
-7.0,40,1911.784472
-6.5,40,1914.298238
-6.5,40,1916.849319
-7.5,40,1919.237128
-7.0,40,1921.650505
-6.5,40,1923.936054
-6.5,40,1926.337575
-7.0,40,1928.760345
-7.0,40,1965.052365
-7.0,40,1967.481885
-7.5,40,1969.994256
-7.0,40,1972.529091
-7.0,40,1974.93229
-7.0,40,1977.37524
-7.5,40,1979.815504
-7.5,40,1982.245327
-7.0,40,1984.608302
-7.0,40,1986.937404
-7.0,40,1989.568428
-6.5,40,1992.152237
-7.0,40,1994.547525
-7.0,40,1997.024399
-6.5,40,1999.480805
-6.5,40,2001.851733
-6.5,40,2004.38151
-6.5,40,2006.881437
-7.0,40,2009.356828
-7.5,40,2011.86147
-6.5,40,2014.394537
-7.0,40,2016.92912
-7.0,40,2019.494636
-6.5,40,2021.922981
-6.5,40,2024.45053
-7.0,40,2062.347241
-6.0,40,2064.796411
-7.0,40,2067.059076
-7.0,40,2069.445496
-7.0,40,2071.941062
-7.0,40,2074.224123
-7.0,40,2076.612835
-6.5,40,2078.946301
-7.0,40,2081.311076
-7.0,40,2083.74514
-6.5,40,2086.266243
-6.5,40,2088.657221
-6.5,40,2091.113581
-6.5,40,2093.454647
-7.0,40,2095.900464
-7.0,40,2098.390885
-6.5,40,2100.827628
-7.0,40,2103.17183
-6.5,40,2105.533276
-7.0,40,2107.91397
-6.5,40,2110.166101
-6.5,40,2112.485718
-6.5,40,2114.951979
-7.0,40,2117.321476
-6.5,40,2119.673185
-6.5,40,2155.624247
-7.0,40,2158.011467
-6.5,40,2160.487186
-7.0,40,2163.117772
-6.5,40,2165.50342
-7.0,40,2168.108339
-7.0,40,2170.382341
-7.0,40,2172.657532
-7.0,40,2175.128192
-7.0,40,2177.480122
-6.5,40,2179.838162
-6.5,40,2182.365626
-6.5,40,2184.803914
-6.0,40,2187.155778
-7.0,40,2189.647403
-7.0,40,2191.951136
-6.5,40,2194.442729
-6.5,40,2196.938553
-6.5,40,2199.469064
-7.0,40,2201.743078
-7.0,40,2204.165828
-6.5,40,2206.677058
-7.0,40,2209.05739
-7.0,40,2211.455069
-7.0,40,2213.897771
-6.5,40,2249.995909
-7.0,40,2252.245857
-7.0,40,2254.623488
-7.0,40,2256.96026
-7.0,40,2259.337682
-7.0,40,2261.785825
-7.0,40,2264.18988
-7.0,40,2266.664009
-7.0,40,2269.0109
-7.0,40,2271.516019
-6.5,40,2273.889224
-7.0,40,2276.292097
-6.5,40,2278.740937
-7.0,40,2281.177112
-6.5,40,2283.445631
-6.5,40,2285.906945
-7.0,40,2288.262559
-7.0,40,2290.612841
-7.0,40,2293.128843
-7.0,40,2295.476763
-7.0,40,2297.903208
-6.5,40,2300.243373
-6.5,40,2302.641007
-7.0,40,2305.043052
-7.0,40,2307.278691
-7.0,40,2344.56204
-7.0,40,2346.789341
-6.5,40,2349.25456
-6.5,40,2351.630347
-7.0,40,2353.975151
-7.0,40,2356.374118
-7.0,40,2358.831709
-6.5,40,2361.384845
-6.5,40,2363.755472
-6.5,40,2366.125136
-7.0,40,2368.639211
-7.0,40,2370.90476
-6.5,40,2373.325421
