#{"t_start": 1757786018.4012725, "env_id": null}
r,l,t
-7.5,40,10.034991
-7.5,40,12.633259
-7.5,40,15.027478
-7.5,40,17.520145
-7.5,40,19.983836
-7.0,40,22.29219
-7.5,40,24.694268
-7.5,40,27.009536
-7.5,40,29.170406
-7.5,40,31.518772
-7.0,40,33.936035
-7.0,40,36.325065
-7.0,40,38.595169
-7.0,40,41.115904
-7.5,40,43.576611
-7.5,40,45.849954
-7.5,40,48.2021
-7.0,40,50.669728
-7.5,40,53.000765
-7.5,40,55.437087
-7.0,40,57.824185
-7.5,40,60.20904
-7.5,40,62.562974
-7.5,40,64.895084
-7.5,40,67.162513
-7.0,40,99.544602
-7.5,40,101.784958
-7.5,40,104.091125
-7.0,40,106.404533
-7.5,40,108.77058
-7.5,40,111.12765
-7.0,40,113.539477
-7.5,40,115.906793
-6.5,40,118.160559
-7.5,40,120.543144
-7.5,40,122.76679
-7.5,40,125.045799
-7.0,40,127.22031
-7.5,40,129.620262
-7.5,40,131.925749
-7.0,40,134.344338
-7.5,40,136.757191
-7.5,40,139.271387
-7.5,40,141.663917
-7.5,40,144.022955
-7.0,40,146.305321
-7.5,40,148.53455
-7.5,40,150.932946
-7.0,40,153.245968
-7.5,40,155.647042
-7.5,40,192.967283
-7.5,40,195.204867
-7.5,40,197.518863
-7.0,40,199.822104
-7.5,40,202.031405
-7.5,40,204.356529
-7.5,40,206.614312
-7.5,40,208.964676
-7.0,40,211.270802
-7.5,40,213.660331
-7.5,40,215.957657
-7.0,40,218.40928
-7.5,40,220.697074
-7.5,40,223.021232
-7.5,40,225.304116
-7.5,40,227.615243
-7.5,40,229.985317
-7.0,40,232.416533
-7.5,40,234.875063
-7.5,40,237.149341
-7.5,40,239.450413
-7.5,40,241.788502
-7.5,40,244.103375
-7.0,40,246.513571
-7.5,40,248.877872
-7.0,40,286.460185
-7.5,40,288.77754
-7.0,40,291.20241
-7.5,40,293.595319
-7.0,40,296.025963
-7.5,40,298.3194
-7.0,40,300.520392
-7.0,40,302.858003
-7.5,40,305.234907
-7.0,40,307.592167
-7.5,40,310.085598
-7.5,40,312.322086
-7.0,40,314.651808
-7.0,40,316.913677
-7.5,40,319.250661
-7.0,40,321.600764
-7.5,40,324.007885
-7.5,40,326.428372
-7.5,40,328.750166
-7.0,40,331.196887
-7.5,40,333.569101
-7.5,40,335.989247
-7.0,40,338.363146
-7.5,40,340.76694
-7.5,40,342.916631
-7.5,40,374.321474
-7.0,40,376.502627
-7.5,40,378.797731
-6.5,40,381.105123
-7.0,40,383.62963
-7.0,40,385.96751
-7.5,40,388.501785
-7.5,40,390.820884
-7.0,40,393.311624
-7.0,40,395.741502
-7.5,40,398.264535
-7.5,40,400.733477
-7.0,40,403.123553
-7.5,40,405.542495
-7.5,40,407.940305
-7.0,40,410.339313
-7.5,40,412.78831
-7.0,40,415.241729
-7.0,40,417.703948
-7.5,40,420.0369
-7.5,40,422.492613
-7.5,40,424.810944
-7.5,40,427.364693
-7.5,40,429.671686
-7.0,40,432.233194
-7.5,40,477.637358
-7.0,40,479.999684
-7.0,40,482.356371
-7.5,40,484.568694
-7.5,40,486.95763
-7.5,40,489.157548
-7.0,40,491.677505
-7.5,40,494.077271
-7.5,40,496.622842
-7.5,40,498.917761
-7.5,40,501.110938
-7.5,40,503.425283
-7.5,40,505.899438
-7.5,40,508.129918
-7.0,40,510.565829
-7.5,40,512.745994
-7.5,40,515.104726
-7.5,40,517.230891
-7.5,40,519.834406
-7.5,40,522.280564
-7.5,40,524.625904
-7.0,40,526.975181
-7.5,40,529.274715
-7.0,40,531.473039
-7.0,40,533.861741
-7.5,40,570.065497
-7.0,40,572.301362
-7.5,40,574.589904
-7.5,40,576.879155
-7.5,40,579.498988
-7.5,40,581.87423
-7.5,40,584.305353
-7.0,40,586.680973
-7.0,40,589.153887
-7.0,40,591.552741
-6.5,40,594.079207
-7.0,40,596.53019
-7.5,40,599.123264
-7.5,40,601.422875
-7.5,40,603.956377
-7.5,40,606.296857
-7.5,40,608.820461
-7.5,40,611.113459
-7.5,40,613.368161
-7.5,40,615.821414
-7.0,40,618.402943
-7.5,40,620.737451
-7.0,40,623.357722
-7.0,40,625.716209
-7.0,40,628.174298
-7.0,40,664.468596
-7.5,40,666.796529
-7.0,40,669.157696
-7.5,40,671.598898
-7.5,40,673.961862
-7.0,40,676.378707
-7.5,40,678.842518
-7.5,40,681.453399
-7.5,40,683.912198
-7.0,40,686.382896
-6.0,40,688.95591
-7.5,40,691.36813
-7.5,40,693.825879
-7.0,40,696.241627
-7.5,40,698.525966
-7.5,40,701.032649
-7.0,40,703.534263
-7.5,40,706.023332
-7.5,40,708.448451
-7.5,40,711.003614
-7.5,40,713.323866
-7.5,40,715.830486
-7.5,40,718.267917
-7.5,40,720.684393
-7.0,40,723.232226
-7.5,40,754.402097
-7.5,40,756.872133
-7.5,40,759.375081
-7.0,40,761.701121
-7.5,40,764.110535
-7.0,40,766.426195
-7.5,40,768.911865
-7.5,40,771.383001
-7.5,40,773.913484
-7.5,40,776.260379
-7.0,40,778.553323
-7.5,40,781.130132
-7.5,40,783.550232
-7.5,40,786.013959
-6.5,40,788.335132
-7.0,40,790.726436
-7.0,40,793.158389
-7.0,40,795.478121
-7.5,40,798.022283
-7.5,40,800.276498
-7.5,40,802.703183
-7.5,40,805.221104
-7.5,40,807.579904
-7.5,40,809.873264
-7.5,40,812.362977
-7.0,40,857.710232
-7.5,40,860.003779
-7.5,40,862.414051
-7.0,40,864.845696
-7.5,40,867.256768
-7.0,40,869.587912
-7.5,40,871.945874
-7.5,40,874.237683
-7.5,40,876.515609
-7.5,40,878.972213
-7.0,40,881.295059
-7.5,40,883.691295
-7.0,40,886.1521
-7.5,40,888.512258
-7.5,40,890.803772
-7.5,40,893.222888
-7.5,40,895.499677
-7.5,40,897.838016
-7.0,40,900.184669
-7.0,40,902.486629
-7.5,40,904.98343
-7.0,40,907.174679
-7.0,40,909.585278
-7.5,40,911.886991
-7.0,40,914.247592
-7.5,40,950.886188
-7.5,40,953.235142
-7.0,40,955.506661
-7.5,40,957.971817
-7.5,40,960.227961
-7.5,40,962.598462
-7.5,40,964.825091
-7.5,40,967.131557
-7.5,40,969.498276
-7.5,40,971.790517
-7.5,40,974.229739
-7.5,40,976.489423
-7.5,40,978.813457
-7.5,40,981.148904
-7.5,40,983.516684
-7.0,40,985.858828
-7.5,40,988.226232
-7.0,40,990.470369
-7.0,40,992.798634
-7.5,40,995.15547
-7.5,40,997.481521
-7.5,40,999.882782
-7.5,40,1002.147715
-7.0,40,1004.502295
-7.5,40,1006.850606
-7.5,40,1037.673198
-7.5,40,1040.05005
-7.0,40,1042.427002
-7.5,40,1044.774441
-7.5,40,1047.008275
-7.5,40,1049.407951
-7.5,40,1051.703344
-7.0,40,1053.942088
-7.5,40,1056.423003
-7.5,40,1058.790775
-7.5,40,1061.213775
-7.5,40,1063.414642
-7.5,40,1065.870357
-7.5,40,1068.285605
-7.5,40,1070.630728
-7.5,40,1072.970205
-6.5,40,1075.310104
-7.5,40,1077.710599
-7.0,40,1080.06372
-7.5,40,1082.35421
-7.0,40,1084.62161
-7.0,40,1087.10134
-7.0,40,1089.375723
-7.5,40,1091.68927
-7.5,40,1094.124419
-7.5,40,1130.303865
-7.5,40,1132.588276
-7.5,40,1134.90061
-7.0,40,1137.195044
-7.5,40,1139.398005
-7.0,40,1141.607479
-7.5,40,1144.020189
-7.0,40,1146.356241
-7.5,40,1148.624717
-7.5,40,1151.035728
-7.5,40,1153.247859
-7.0,40,1155.672615
-7.5,40,1157.957413
-7.5,40,1160.322143
-7.5,40,1162.620145
-7.0,40,1164.980688
-7.5,40,1167.29516
-7.0,40,1169.67638
-7.0,40,1171.906321
-6.5,40,1174.214841
-7.5,40,1176.515918
-7.0,40,1178.783113
-7.5,40,1181.077657
-7.5,40,1183.460085
-7.5,40,1185.685961
-7.5,40,1222.736002
-7.0,40,1225.089656
-7.5,40,1227.36976
-7.0,40,1229.744384
-7.0,40,1232.032441
-7.5,40,1234.449898
-7.0,40,1236.755371
-7.5,40,1238.967028
-7.5,40,1241.313593
-7.5,40,1243.686061
-7.5,40,1245.937956
-7.0,40,1248.236241
-7.5,40,1250.534965
-7.5,40,1252.817373
-7.5,40,1255.163287
-7.5,40,1257.522017
-7.5,40,1259.827642
-7.5,40,1262.155024
-7.5,40,1264.507207
-7.5,40,1266.879112
-7.5,40,1269.185098
-7.0,40,1271.503919
-7.0,40,1273.898346
-7.5,40,1276.320101
-7.5,40,1278.635151
-7.0,40,1314.86963
-7.5,40,1317.21167
-7.5,40,1319.619689
-7.5,40,1321.905574
-7.0,40,1324.337487
-7.5,40,1326.65572
-7.5,40,1328.931071
-7.0,40,1331.248464
-7.0,40,1333.637937
-7.5,40,1335.926255
-7.0,40,1338.261383
-7.0,40,1340.640626
-7.5,40,1342.978465
-7.5,40,1345.311264
-7.5,40,1347.605261
-7.0,40,1349.944457
-7.0,40,1352.355413
-7.5,40,1354.657383
-7.0,40,1357.005743
-7.5,40,1359.26938
-7.5,40,1361.543407
-7.0,40,1363.815573
-7.5,40,1366.18558
-7.5,40,1368.614147
-7.0,40,1370.993222
-7.0,40,1402.886636
-7.0,40,1405.234194
-7.5,40,1407.521084
-7.5,40,1409.875761
-6.5,40,1412.190276
-7.5,40,1414.580662
-7.0,40,1416.995852
-7.5,40,1419.393632
-7.5,40,1421.677625
-7.0,40,1424.00392
-7.5,40,1426.577148
-7.0,40,1429.153586
-7.5,40,1431.43103
-7.0,40,1433.806987
-6.5,40,1436.210244
-7.0,40,1438.453547
-7.0,40,1440.777837
-7.0,40,1443.211422
-7.0,40,1445.614936
-6.5,40,1448.021182
-7.5,40,1450.459565
-7.0,40,1452.821373
-7.5,40,1455.21272
-7.5,40,1457.502781
-7.5,40,1459.895619
-7.5,40,1498.123035
-7.0,40,1500.494954
-7.5,40,1502.844087
-7.0,40,1505.155117
-6.5,40,1507.589016
-7.5,40,1510.076604
-7.0,40,1512.591702
-7.5,40,1514.998152
-7.0,40,1517.406071
-7.5,40,1519.736123
-6.5,40,1522.113734
-7.5,40,1524.668007
-7.5,40,1526.994736
-7.0,40,1529.443738
-6.5,40,1531.955832
-7.0,40,1534.451175
-7.5,40,1536.81873
-7.5,40,1539.221578
-7.5,40,1541.667998
-7.0,40,1544.042769
-7.5,40,1546.366197
-7.5,40,1548.627787
-7.5,40,1550.983741
-7.5,40,1553.320998
-7.5,40,1555.664522
-7.5,40,1592.289395
-7.0,40,1594.582433
-6.5,40,1596.857824
-6.5,40,1599.318022
-7.0,40,1601.633339
-7.5,40,1604.126809
-7.0,40,1606.517173
-7.0,40,1608.855055
-7.5,40,1611.286212
-7.5,40,1613.744223
-7.0,40,1616.096216
-7.5,40,1618.482419
-6.5,40,1620.788837
-7.5,40,1623.246377
-7.5,40,1625.626333
-6.5,40,1628.113159
-7.5,40,1630.60189
-7.5,40,1633.044989
-6.5,40,1635.398174
-7.0,40,1637.698564
-7.0,40,1640.011491
-7.5,40,1642.529121
-7.0,40,1644.915555
-7.0,40,1647.163888
-7.5,40,1649.562831
-7.5,40,1681.369405
-7.0,40,1683.802276
-7.0,40,1686.111908
-7.5,40,1688.341765
-6.5,40,1690.665874
-7.0,40,1693.147635
-7.5,40,1695.548232
-7.5,40,1697.866372
-7.5,40,1700.254842
-6.5,40,1702.579312
-7.0,40,1704.968489
-7.5,40,1707.348282
-7.0,40,1709.615119
-6.5,40,1711.962159
-6.5,40,1714.299342
-7.5,40,1716.638215
-7.0,40,1719.053165
-7.0,40,1721.474972
-7.0,40,1723.768506
-6.5,40,1726.211431
-7.0,40,1728.54913
-7.5,40,1731.00905
-6.0,40,1733.473119
-7.0,40,1735.910503
-7.5,40,1738.333162
-7.5,40,1775.189894
-6.5,40,1777.623288
-7.0,40,1780.105803
-7.0,40,1782.394622
-7.0,40,1784.958503
-6.5,40,1787.442117
-6.5,40,1789.799066
-7.0,40,1792.15941
-6.5,40,1794.424742
-7.5,40,1796.824372
-6.5,40,1799.209949
-7.0,40,1801.575913
-7.0,40,1803.878766
-6.5,40,1806.303433
-7.0,40,1808.617332
-6.5,40,1811.096337
-7.0,40,1813.307426
-7.0,40,1815.81428
-7.0,40,1818.300417
-7.0,40,1820.796353
-7.0,40,1823.145366
-6.5,40,1825.722862
-7.0,40,1828.007198
-6.5,40,1830.5011
-7.0,40,1832.810302
-7.0,40,1869.633684
-7.0,40,1872.111343
-6.5,40,1874.481601
-7.0,40,1876.995584
-6.5,40,1879.328581
-6.5,40,1881.888487
-7.0,40,1884.264557
-7.5,40,1886.772873
-7.0,40,1889.233872
-7.0,40,1891.653064
-6.5,40,1894.148875
-7.5,40,1896.496851
-6.5,40,1898.952726
-7.0,40,1901.429967
-7.0,40,1903.823391
-6.0,40,1906.318589
-7.0,40,1908.674838
-7.0,40,1911.230359
-7.0,40,1913.734107
-7.5,40,1916.289743
-7.5,40,1918.687093
-7.0,40,1921.09935
-7.0,40,1923.370955
-6.5,40,1925.778642
-7.5,40,1928.195034
-7.0,40,1964.494636
-7.0,40,1966.93192
-6.5,40,1969.44301
-6.5,40,1971.976167
-7.0,40,1974.371531
-7.0,40,1976.823713
-6.5,40,1979.261093
-6.5,40,1981.685481
-7.0,40,1984.050053
-7.0,40,1986.373193
-6.5,40,1989.005822
-6.5,40,1991.596041
-7.0,40,1993.994813
-7.0,40,1996.47421
-7.0,40,1998.925169
-7.0,40,2001.29499
-7.0,40,2003.828413
-7.0,40,2006.318
-6.5,40,2008.79909
-6.5,40,2011.304697
-7.0,40,2013.834149
-7.0,40,2016.370285
-7.0,40,2018.930215
-7.0,40,2021.362462
-7.0,40,2023.89418
-7.0,40,2061.794183
-7.0,40,2064.233643
-7.0,40,2066.502169
-7.0,40,2068.88643
-7.0,40,2071.381109
-7.5,40,2073.657023
-7.0,40,2076.050776
-6.0,40,2078.390592
-6.5,40,2080.753201
-7.0,40,2083.182257
-6.5,40,2085.717318
-7.0,40,2088.098402
-7.0,40,2090.562343
-6.0,40,2092.90425
-6.5,40,2095.33661
-7.0,40,2097.826542
-6.5,40,2100.269859
-6.5,40,2102.6187
-6.0,40,2104.976098
-7.0,40,2107.352232
-7.0,40,2109.613631
-6.5,40,2111.924084
-6.5,40,2114.39101
-6.5,40,2116.769515
-6.5,40,2119.110874
-7.0,40,2155.074073
-7.0,40,2157.452288
-7.0,40,2159.928318
-6.5,40,2162.556159
-6.5,40,2164.942755
-7.0,40,2167.536397
-6.5,40,2169.824233
-7.0,40,2172.102195
-7.0,40,2174.564643
-7.0,40,2176.910217
-6.5,40,2179.273367
-7.0,40,2181.805613
-6.5,40,2184.242138
-6.5,40,2186.604876
-6.5,40,2189.094643
-7.0,40,2191.397501
-7.0,40,2193.89247
-6.5,40,2196.374974
-6.5,40,2198.910134
-7.0,40,2201.185527
-7.0,40,2203.614635
-7.0,40,2206.122068
-7.0,40,2208.501715
-7.0,40,2210.890331
-7.0,40,2213.333143
-6.5,40,2249.43416
-7.0,40,2251.691764
-6.5,40,2254.063706
-7.0,40,2256.406367
-6.5,40,2258.785438
-6.5,40,2261.227517
-7.0,40,2263.627569
-7.0,40,2266.105494
-7.0,40,2268.462257
-7.0,40,2270.956455
-6.5,40,2273.327632
-6.5,40,2275.74057
-7.0,40,2278.180347
-7.0,40,2280.625367
-7.0,40,2282.893822
-7.0,40,2285.342783
-7.0,40,2287.704117
-7.0,40,2290.059218
-7.5,40,2292.568631
-7.0,40,2294.91203
-7.5,40,2297.340768
-6.5,40,2299.693318
-6.5,40,2302.085198
-7.0,40,2304.484623
-6.5,40,2306.729289
-7.0,40,2344.003112
-6.5,40,2346.232827
-6.0,40,2348.684377
-7.0,40,2351.072586
-6.5,40,2353.416075
-6.5,40,2355.807946
-7.0,40,2358.264756
-6.5,40,2360.839147
-6.5,40,2363.198194
-6.5,40,2365.57425
-6.5,40,2368.077284
-7.0,40,2370.352763
-7.0,40,2372.762594
-7.0,40,2375.243465
-7.0,40,2377.540498
-7.0,40,2379.926563
-7.0,40,2382.414524
-7.0,40,2384.805414
-6.5,40,2387.184974
-7.0,40,2389.390087
-7.0,40,2391.726743
-6.5,40,2394.197453
-7.0,40,2396.59634
-7.0,40,2398.899962
-7.0,40,2401.262311
-6.5,40,2433.032765
-6.0,40,2435.432308
-7.0,40,2437.824094
-7.0,40,2440.197493
-6.5,40,2442.453407
-7.0,40,2444.893423
-7.0,40,2447.15019
-7.0,40,2449.428956
-7.0,40,2451.982194
-7.0,40,2454.341691
-7.0,40,2456.769505
-6.0,40,2459.087395
-7.0,40,2461.495625
-6.5,40,2463.842268
-6.0,40,2466.278978
-6.5,40,2468.704076
-6.5,40,2471.16173
-7.0,40,2473.516334
-7.0,40,2475.932186
-6.5,40,2478.272035
-6.5,40,2480.581292
-6.0,40,2483.12759
-7.0,40,2485.60891
-7.0,40,2488.067846
-7.0,40,2490.605126
-7.0,40,2528.446779
-6.0,40,2530.682543
-7.0,40,2533.089501
-7.0,40,2535.40616
-7.0,40,2537.731261
-7.0,40,2540.133211
-7.0,40,2542.632902
-7.0,40,2544.895138
-7.0,40,2547.374249
-6.5,40,2549.759735
-7.0,40,2552.132186
-6.5,40,2554.429698
-6.5,40,2556.792455
-7.0,40,2559.155986
-7.0,40,2561.605632
-7.0,40,2563.820507
-6.5,40,2566.191523
-7.0,40,2568.570729
-6.5,40,2570.918502
-6.5,40,2573.303517
-6.0,40,2575.865059
-7.0,40,2578.303307
-7.0,40,2580.67854
-6.0,40,2583.060545
-6.5,40,2585.289993
-6.5,40,2622.136316
-6.5,40,2624.550967
-7.0,40,2626.956022
-7.0,40,2629.228192
-6.5,40,2631.541492
-7.0,40,2633.839086
-6.5,40,2636.295318
-7.0,40,2638.621762
-6.0,40,2641.064835
-6.5,40,2643.454317
-6.5,40,2645.794202
-6.5,40,2648.201822
-7.0,40,2650.692228
-6.0,40,2653.104224
-7.0,40,2655.420061
-6.5,40,2657.81584
-7.0,40,2660.30237
-6.5,40,2662.554077
-6.5,40,2664.991638
