#{"t_start": 1757786018.222108, "env_id": null}
r,l,t
-7.5,40,10.221499
-7.0,40,12.812995
-7.0,40,15.210134
-7.5,40,17.697195
-7.5,40,20.164557
-7.5,40,22.476863
-7.5,40,24.883024
-7.5,40,27.195367
-7.5,40,29.35245
-7.5,40,31.700903
-7.5,40,34.09949
-7.5,40,36.507366
-7.0,40,38.769139
-7.5,40,41.2884
-7.5,40,43.755395
-7.5,40,46.03524
-6.0,40,48.373481
-7.0,40,50.84525
-7.0,40,53.18599
-7.5,40,55.613857
-7.5,40,58.009738
-7.5,40,60.389144
-7.5,40,62.749563
-7.5,40,65.075436
-7.5,40,67.343173
-7.5,40,99.727979
-7.5,40,101.964061
-7.5,40,104.272785
-7.5,40,106.578328
-7.0,40,108.947513
-7.5,40,111.314738
-7.5,40,113.723903
-7.5,40,116.094779
-7.5,40,118.341703
-7.5,40,120.724128
-7.5,40,122.942366
-7.5,40,125.224073
-7.0,40,127.407233
-7.5,40,129.794921
-7.5,40,132.108444
-7.5,40,134.528519
-7.5,40,136.938621
-7.0,40,139.44629
-7.5,40,141.850121
-7.5,40,144.201702
-6.5,40,146.489607
-7.5,40,148.714826
-7.0,40,151.11906
-7.5,40,153.430531
-7.5,40,155.827482
-7.5,40,193.141729
-7.0,40,195.393756
-7.0,40,197.698321
-7.5,40,200.006085
-7.5,40,202.217471
-7.5,40,204.529523
-7.5,40,206.796661
-7.0,40,209.153544
-7.0,40,211.45444
-7.5,40,213.843951
-7.0,40,216.135678
-7.0,40,218.59789
-7.0,40,220.890656
-7.5,40,223.203526
-7.5,40,225.490865
-7.5,40,227.80585
-7.5,40,230.16778
-7.5,40,232.59964
-7.5,40,235.049134
-7.0,40,237.332249
-7.5,40,239.640974
-7.0,40,241.962549
-7.0,40,244.273813
-7.0,40,246.695742
-7.5,40,249.061946
-7.0,40,286.642244
-7.5,40,288.969024
-7.5,40,291.379764
-7.5,40,293.769992
-7.5,40,296.204007
-7.0,40,298.508689
-7.5,40,300.695843
-7.5,40,303.043754
-7.0,40,305.426468
-7.5,40,307.773718
-7.5,40,310.259145
-7.5,40,312.512303
-7.5,40,314.839291
-7.5,40,317.083965
-7.5,40,319.426496
-7.5,40,321.780426
-7.5,40,324.188294
-7.5,40,326.611149
-7.5,40,328.930448
