#{"t_start": 1757786018.3023567, "env_id": null}
r,l,t
-7.5,40,10.124315
-7.5,40,12.732203
-7.5,40,15.120497
-7.5,40,17.609569
-7.0,40,20.07946
-7.5,40,22.390634
-7.5,40,24.794378
-7.5,40,27.108489
-7.5,40,29.260947
-7.0,40,31.613713
-7.5,40,34.023248
-7.5,40,36.424471
-7.5,40,38.691278
-7.0,40,41.214922
-7.0,40,43.675503
-7.0,40,45.948828
-7.5,40,48.300912
-7.5,40,50.768051
-7.5,40,53.096413
-7.0,40,55.53558
-7.0,40,57.930191
-7.0,40,60.304943
-7.5,40,62.663314
-7.5,40,64.993086
-6.5,40,67.26069
-7.0,40,99.643308
-7.0,40,101.886766
-7.5,40,104.190127
-7.5,40,106.501321
-7.5,40,108.861292
-7.5,40,111.226557
-7.0,40,113.638512
-7.0,40,116.005727
-7.5,40,118.259401
-7.0,40,120.641683
-7.0,40,122.865607
-7.0,40,125.144799
-7.5,40,127.319101
-7.5,40,129.712592
-7.5,40,132.02474
-6.5,40,134.444121
-7.5,40,136.850405
-7.5,40,139.371361
-7.0,40,141.75937
-7.5,40,144.119148
-7.5,40,146.407166
-7.0,40,148.63407
-7.5,40,151.031937
-7.5,40,153.344473
-7.5,40,155.746974
-7.0,40,193.062732
-7.0,40,195.309936
-7.0,40,197.618579
-7.5,40,199.919819
-7.5,40,202.130361
-6.5,40,204.454014
-7.5,40,206.709483
-6.5,40,209.072627
-7.5,40,211.364955
-7.5,40,213.760095
-7.0,40,216.051232
-7.5,40,218.50826
-7.5,40,220.797128
-7.5,40,223.119745
-7.5,40,225.403059
-7.5,40,227.714671
-7.5,40,230.084344
-7.0,40,232.521048
-7.0,40,234.973804
-7.5,40,237.246208
-7.5,40,239.548136
-6.5,40,241.887533
-7.5,40,244.196737
-7.0,40,246.612137
-6.5,40,248.985813
-7.5,40,286.549411
-7.5,40,288.886822
-7.0,40,291.30162
-7.5,40,293.689783
-7.5,40,296.133682
-7.5,40,298.421354
-7.5,40,300.616522
-7.5,40,302.956907
-7.0,40,305.333016
-7.5,40,307.683465
