#{"t_start": 1758331067.3888214, "env_id": null}
r,l,t--5.0,40,263.690105
-5.0,40,263.894803
-4.5,40,264.099998
-4.5,40,264.304467
-4.5,40,264.505025
-5.0,40,493.754846
-5.0,40,493.956138
-4.0,40,494.156306
-5.0,40,494.357811
-5.0,40,494.559008
-5.0,40,731.873556
-4.5,40,732.099348
-5.0,40,732.32522
-4.5,40,732.546634
-5.0,40,732.764715
-4.5,40,994.721251
-5.0,40,994.924144
-4.5,40,995.125942
-5.0,40,995.327617
-5.0,40,995.530822
-5.0,40,1231.477306
-4.0,40,1231.690562
-5.0,40,1231.902483
-3.0,40,1232.116991
-5.0,40,1232.325622
-5.0,40,1468.182515
-4.5,40,1468.386951
-5.0,40,1468.590669
-5.0,40,1468.795911
-4.5,40,1468.999077
-5.0,40,1730.35252
-5.0,40,1730.556348
-5.0,40,1730.768996
-4.5,40,1730.973066
-4.5,40,1731.174856
-5.0,40,1970.022646
-4.5,40,1970.2717
-5.0,40,1970.519308
-5.0,40,1970.76631
-5.0,40,1971.008607
-4.5,40,2210.576505
-5.0,40,2210.779148
-4.5,40,2210.983516
-4.0,40,2211.188111
-5.0,40,2211.394302
-5.0,40,2470.486672
-5.0,40,2470.682024
-4.5,40,2470.879144
-5.0,40,2471.090542
-5.0,40,2471.301434
-4.5,40,2695.529913
-4.0,40,2695.73963
-4.0,40,2695.952354
-4.0,40,2696.164495
-4.0,40,2696.371964
10.2,39,2928.320671
-3.5,40,2928.515743
-4.0,40,2928.714879
-4.5,40,2928.911183
-4.0,40,2929.10687
-4.0,40,3192.39014
-2.5,40,3192.594028
-4.0,40,3192.797
-2.5,40,3192.997624
1.0,40,3193.197879
1.0,40,3422.47379
-3.5,40,3422.673354
-0.0,40,3422.871797
-0.0,40,3423.069311
-3.5,40,3423.265763
-3.0,40,3654.612141
-4.0,40,3654.808794
0.5,40,3655.008807
-4.5,40,3655.209161
-4.0,40,3655.40629
-4.0,40,3908.702994
-2.0,40,3908.900476
-5.0,40,3909.094623
10.2,39,3909.286298
-4.0,40,3909.483322
0.5,40,4127.468666
0.5,40,4127.667044
-2.0,40,4127.865766
1.5,40,4128.065903
-1.5,40,4128.26541
-2.0,40,4351.495207
-2.0,40,4351.693553
-1.5,40,4351.887606
1.0,40,4352.083112
-2.0,40,4352.278294
-0.0,40,4603.688855
0.5,40,4603.887794
11.2,39,4604.081037
0.5,40,4604.279476
-2.5,40,4604.478366
10.7,39,4829.341476
-2.0,40,4829.536082
-2.0,40,4829.727567
-2.0,40,4829.922257
10.9,38,4830.111049
-2.0,40,5057.721819
-2.0,40,5057.91804
-0.0,40,5058.115659
-0.0,40,5058.315839
-2.0,40,5058.51261
-3.0,40,5312.966419
11.5,35,5313.142741
-0.0,40,5313.342246
0.5,40,5313.541736
11.6,37,5313.726437
-0.0,40,5539.433272
-3.5,40,5539.637721
1.0,40,5539.838057
-0.0,40,5540.036981
12.8,26,5540.166372
-2.5,40,5768.766448
11.1,37,5768.94976
-0.0,40,5769.14649
11.3,36,5769.324472
11.7,34,5769.491053
12.1,22,6023.200158
13.1,27,6023.336395
11.4,33,6023.501838
-4.5,40,6023.701418
11.7,34,6023.87311
-4.0,40,6250.54074
11.0,35,6250.711862
11.2,34,6250.87872
-4.0,40,6251.074254
11.3,36,6251.253063
11.2,34,6476.780977
13.5,20,6476.881337
11.7,34,6477.050486
13.0,25,6477.175071
12.5,25,6477.29925
11.0,35,6732.320736
11.7,34,6732.505047
13.1,22,6732.624216
12.2,29,6732.780723
11.5,30,6732.940406
12.0,30,6958.608158
11.9,28,6958.745256
11.9,28,6958.88269
13.3,21,6958.985413
11.0,35,6959.156
-0.5,40,7187.36371
10.0,40,7187.553587
11.8,31,7187.702447
12.3,26,7187.827409
11.9,28,7187.961034
12.5,25,7443.168628
10.6,37,7443.348882
11.4,33,7443.508544
12.3,26,7443.633563
11.0,35,7443.802901
11.6,32,7667.957726
-0.0,40,7668.153312
12.3,26,7668.28252
10.9,33,7668.447692
12.0,30,7668.594007
9.9,38,7892.633286
12.7,19,7892.729294
0.5,40,7892.929908
10.0,40,7893.128431
12.7,24,7893.248135
13.1,22,8146.753656
13.5,20,8146.859246
11.5,30,8147.020005
10.7,29,8147.175785
13.3,21,8147.282338
13.1,22,8372.428755
11.0,35,8372.604122
11.6,32,8372.764367
12.8,26,8372.897123
12.4,28,8373.039046
10.0,40,8601.49536
12.9,23,8601.608356
14.3,16,8601.687764
12.5,25,8601.811538
13.7,19,8601.905028
11.8,31,8853.939724
